{'Mean Episode Return': Array(14.525483, dtype=float32), 'Var Episode Return': Array(6.642277, dtype=float32), 'Mean Episode Length': Array(42.386242, dtype=float32), 'Var Episode Length': Array(112.35958, dtype=float32), 'Num Episodes': Array(12373., dtype=float32), 'Max Episode Return': Array(25.820967, dtype=float32), 'Min Episode Return': Array(6.0846043, dtype=float32), 'Max Episode Length': Array(75., dtype=float32), 'Min Episode Length': Array(8., dtype=float32), 'Max Timestep': Array(11534336., dtype=float32), 'Min Timestep': Array(11010176., dtype=float32)} step=11534336
{'Mean Episode Return': Array(14.757631, dtype=float32), 'Var Episode Return': Array(6.906355, dtype=float32), 'Mean Episode Length': Array(42.736855, dtype=float32), 'Var Episode Length': Array(115.17604, dtype=float32), 'Num Episodes': Array(12267., dtype=float32), 'Max Episode Return': Array(25.83877, dtype=float32), 'Min Episode Return': Array(6.8517103, dtype=float32), 'Max Episode Length': Array(73., dtype=float32), 'Min Episode Length': Array(10., dtype=float32), 'Max Timestep': Array(12058624., dtype=float32), 'Min Timestep': Array(11534464., dtype=float32)} step=12058624
{'Mean Episode Return': Array(15.094971, dtype=float32), 'Var Episode Return': Array(7.5379324, dtype=float32), 'Mean Episode Length': Array(43.25893, dtype=float32), 'Var Episode Length': Array(118.9705, dtype=float32), 'Num Episodes': Array(12119., dtype=float32), 'Max Episode Return': Array(27.663824, dtype=float32), 'Min Episode Return': Array(0.9597654, dtype=float32), 'Max Episode Length': Array(82., dtype=float32), 'Min Episode Length': Array(1., dtype=float32), 'Max Timestep': Array(12582912., dtype=float32), 'Min Timestep': Array(12058752., dtype=float32)} step=12582912
{'Mean Episode Return': Array(15.358683, dtype=float32), 'Var Episode Return': Array(8.071588, dtype=float32), 'Mean Episode Length': Array(43.53904, dtype=float32), 'Var Episode Length': Array(118.38353, dtype=float32), 'Num Episodes': Array(12040., dtype=float32), 'Max Episode Return': Array(27.790613, dtype=float32), 'Min Episode Return': Array(4.245586, dtype=float32), 'Max Episode Length': Array(80., dtype=float32), 'Min Episode Length': Array(5., dtype=float32), 'Max Timestep': Array(13107200., dtype=float32), 'Min Timestep': Array(12583040., dtype=float32)} step=13107200
{'Mean Episode Return': Array(15.593013, dtype=float32), 'Var Episode Return': Array(8.286633, dtype=float32), 'Mean Episode Length': Array(43.952267, dtype=float32), 'Var Episode Length': Array(116.28003, dtype=float32), 'Num Episodes': Array(11920., dtype=float32), 'Max Episode Return': Array(28.426638, dtype=float32), 'Min Episode Return': Array(3.376189, dtype=float32), 'Max Episode Length': Array(80., dtype=float32), 'Min Episode Length': Array(4., dtype=float32), 'Max Timestep': Array(13631488., dtype=float32), 'Min Timestep': Array(13107328., dtype=float32)} step=13631488
{'Mean Episode Return': Array(15.781974, dtype=float32), 'Var Episode Return': Array(8.2156105, dtype=float32), 'Mean Episode Length': Array(44.147675, dtype=float32), 'Var Episode Length': Array(121.04253, dtype=float32), 'Num Episodes': Array(11891., dtype=float32), 'Max Episode Return': Array(29.123095, dtype=float32), 'Min Episode Return': Array(8.419755, dtype=float32), 'Max Episode Length': Array(86., dtype=float32), 'Min Episode Length': Array(11., dtype=float32), 'Max Timestep': Array(14155776., dtype=float32), 'Min Timestep': Array(13631616., dtype=float32)} step=14155776
{'Mean Episode Return': Array(16.006916, dtype=float32), 'Var Episode Return': Array(8.673687, dtype=float32), 'Mean Episode Length': Array(44.549145, dtype=float32), 'Var Episode Length': Array(124.11463, dtype=float32), 'Num Episodes': Array(11762., dtype=float32), 'Max Episode Return': Array(27.565891, dtype=float32), 'Min Episode Return': Array(1.0614698, dtype=float32), 'Max Episode Length': Array(79., dtype=float32), 'Min Episode Length': Array(1., dtype=float32), 'Max Timestep': Array(14680064., dtype=float32), 'Min Timestep': Array(14155904., dtype=float32)} step=14680064
{'Validation Info/Mean Episode Return': Array(16.661926, dtype=float32), 'Validation Info/Mean Episode Length': Array(45.42347, dtype=float32)} step=14680064
{'Mean Episode Return': Array(16.340433, dtype=float32), 'Var Episode Return': Array(9.00707, dtype=float32), 'Mean Episode Length': Array(45.10031, dtype=float32), 'Var Episode Length': Array(123.447624, dtype=float32), 'Num Episodes': Array(11624., dtype=float32), 'Max Episode Return': Array(29.35309, dtype=float32), 'Min Episode Return': Array(1.0677079, dtype=float32), 'Max Episode Length': Array(85., dtype=float32), 'Min Episode Length': Array(1., dtype=float32), 'Max Timestep': Array(15204352., dtype=float32), 'Min Timestep': Array(14680192., dtype=float32)} step=15204352
{'Mean Episode Return': Array(16.615921, dtype=float32), 'Var Episode Return': Array(9.489994, dtype=float32), 'Mean Episode Length': Array(45.56099, dtype=float32), 'Var Episode Length': Array(127.54637, dtype=float32), 'Num Episodes': Array(11510., dtype=float32), 'Max Episode Return': Array(29.06227, dtype=float32), 'Min Episode Return': Array(2.6168513, dtype=float32), 'Max Episode Length': Array(84., dtype=float32), 'Min Episode Length': Array(3., dtype=float32), 'Max Timestep': Array(15728640., dtype=float32), 'Min Timestep': Array(15204480., dtype=float32)} step=15728640
{'Mean Episode Return': Array(16.909092, dtype=float32), 'Var Episode Return': Array(9.44059, dtype=float32), 'Mean Episode Length': Array(46.231842, dtype=float32), 'Var Episode Length': Array(128.21582, dtype=float32), 'Num Episodes': Array(11344., dtype=float32), 'Max Episode Return': Array(30.154951, dtype=float32), 'Min Episode Return': Array(3.2599983, dtype=float32), 'Max Episode Length': Array(80., dtype=float32), 'Min Episode Length': Array(4., dtype=float32), 'Max Timestep': Array(16252928., dtype=float32), 'Min Timestep': Array(15728768., dtype=float32)} step=16252928
{'Mean Episode Return': Array(17.198126, dtype=float32), 'Var Episode Return': Array(9.922394, dtype=float32), 'Mean Episode Length': Array(46.596516, dtype=float32), 'Var Episode Length': Array(130.95413, dtype=float32), 'Num Episodes': Array(11247., dtype=float32), 'Max Episode Return': Array(29.611454, dtype=float32), 'Min Episode Return': Array(4.927096, dtype=float32), 'Max Episode Length': Array(106., dtype=float32), 'Min Episode Length': Array(6., dtype=float32), 'Max Timestep': Array(16777216., dtype=float32), 'Min Timestep': Array(16253056., dtype=float32)} step=16777216
{'Mean Episode Return': Array(17.526888, dtype=float32), 'Var Episode Return': Array(10.038947, dtype=float32), 'Mean Episode Length': Array(47.324425, dtype=float32), 'Var Episode Length': Array(125.53638, dtype=float32), 'Num Episodes': Array(11075., dtype=float32), 'Max Episode Return': Array(29.998487, dtype=float32), 'Min Episode Return': Array(1.0275797, dtype=float32), 'Max Episode Length': Array(101., dtype=float32), 'Min Episode Length': Array(1., dtype=float32), 'Max Timestep': Array(17301504., dtype=float32), 'Min Timestep': Array(16777344., dtype=float32)} step=17301504
{'Mean Episode Return': Array(17.875967, dtype=float32), 'Var Episode Return': Array(10.263247, dtype=float32), 'Mean Episode Length': Array(47.570522, dtype=float32), 'Var Episode Length': Array(124.14345, dtype=float32), 'Num Episodes': Array(11025., dtype=float32), 'Max Episode Return': Array(30.403162, dtype=float32), 'Min Episode Return': Array(4.781313, dtype=float32), 'Max Episode Length': Array(94., dtype=float32), 'Min Episode Length': Array(6., dtype=float32), 'Max Timestep': Array(17825792., dtype=float32), 'Min Timestep': Array(17301632., dtype=float32)} step=17825792
{'Mean Episode Return': Array(18.238361, dtype=float32), 'Var Episode Return': Array(10.239916, dtype=float32), 'Mean Episode Length': Array(47.953434, dtype=float32), 'Var Episode Length': Array(123.97248, dtype=float32), 'Num Episodes': Array(10931., dtype=float32), 'Max Episode Return': Array(30.851088, dtype=float32), 'Min Episode Return': Array(7.827942, dtype=float32), 'Max Episode Length': Array(113., dtype=float32), 'Min Episode Length': Array(10., dtype=float32), 'Max Timestep': Array(18350080., dtype=float32), 'Min Timestep': Array(17825920., dtype=float32)} step=18350080
