Timestep,mot_shoulder_flex_r,mot_shoulder_add_r,mot_shoulder_rot_r,mot_elbow_flex_r,mot_pro_sup_r,mot_wrist_flex_r,mot_wrist_dev_r,mot_shoulder_flex_l,mot_shoulder_add_l,mot_shoulder_rot_l,mot_elbow_flex_l,mot_pro_sup_l,mot_wrist_flex_l,mot_wrist_dev_l
378,-2.2427745,9.965235,4.173447,5.928504,35.914257,-3.9515834,10.237224,4.8100057,-23.070309,-8.088484,6.4570293,27.09586,-9.294772,13.003971
379,-13.248053,1.2682232,2.9956613,2.2977102,35.899345,-2.642913,10.969294,3.7802558,-22.669128,-4.412064,2.0142512,27.402966,-9.675944,13.050848
380,0.6527861,-6.865477,-2.388892,1.4690887,35.56081,-3.1697586,11.0343075,4.575998,-12.954239,-1.3571534,8.79701,26.709896,-9.956153,12.723724
381,0.10066467,-0.93583095,0.7041209,1.6894463,36.330162,-2.95252,11.926215,9.559494,-1.5541265,0.54100275,5.228045,27.05036,-10.409357,13.227834
382,5.883854,-7.3448343,-0.49767345,4.6389446,36.143673,-3.0705407,12.413469,9.714717,3.808807,3.3965375,7.8182483,26.8887,-10.687232,13.691777
383,-2.7824454,-15.201862,-1.3944336,2.1065114,37.176575,-3.4800026,12.235442,1.9955763,6.410586,2.3131022,6.5933566,27.267986,-10.311053,13.716624
384,-10.8260765,-18.126356,-2.411557,-2.4588094,37.167454,-3.6058795,12.239781,-2.1275375,5.057899,3.840545,2.979222,28.184864,-10.140141,13.592273
385,-7.559578,-12.233451,-1.6068345,0.7277023,37.326637,-3.696004,12.403098,1.5713096,7.8979406,2.162645,4.25725,28.058214,-9.980345,13.56259
386,-5.0897403,-5.410633,-0.29737455,1.3425905,37.357807,-3.5981913,13.158573,0.5780806,-3.2109232,0.606303,5.378713,28.197147,-10.3764515,13.7924385
387,-3.7134852,-4.946865,-1.2999282,2.4295733,36.623596,-3.9570146,13.597308,6.1229105,-5.0738845,0.8764022,6.1775036,27.903244,-10.048363,13.681171
388,4.5920258,-25.104473,-6.916236,1.9430554,37.050217,-4.6105356,12.720201,-4.130274,6.2302933,5.733886,4.9243727,28.315348,-9.5941,13.244444
389,14.016096,-32.316685,-10.220725,4.046624,36.822285,-5.228076,12.661624,-3.7761316,9.763237,6.036298,2.3574908,29.389772,-9.882122,13.333643
390,10.578132,-20.769493,-9.594426,4.2240734,36.554337,-5.15335,12.69681,-0.3944325,4.7197704,4.716912,1.9454167,29.14767,-9.662367,13.130322
391,3.356638,5.156187,-1.9259871,3.3996363,35.68667,-4.152064,13.090584,7.724374,-10.619435,2.7573473,2.266346,28.489359,-10.345066,13.531711
392,-2.8531241,1.2823373,0.34317058,2.8299823,36.227184,-3.967008,13.939989,9.31626,5.1705384,2.3103333,3.76147,28.154919,-10.52176,13.618914
393,-5.101909,5.5187764,1.8730371,3.7730713,36.35542,-3.703887,13.878878,4.131132,11.890843,7.0176797,8.400146,27.712175,-10.4315605,13.638801
394,-4.612791,8.802315,3.2105966,4.1811843,35.146465,-4.043993,13.980532,16.055841,1.9545579,1.814011,8.5665245,27.113123,-10.669429,13.836169
395,-4.054585,-9.466266,-1.4168674,2.3791397,36.20108,-4.159368,13.359678,10.455154,7.714177,2.8398702,5.357366,28.046465,-10.525346,13.47273
396,-3.555902,-12.240304,-2.7764254,0.9162107,35.70916,-3.9853508,13.291605,-1.627609,-0.6173157,5.0054545,3.937745,28.492172,-10.800636,13.670339
397,-6.360568,9.198234,1.6881005,1.4848579,34.93905,-3.6624215,13.454567,1.8801976,-4.5479746,-0.049247563,0.2236072,28.247456,-10.662971,13.718703
398,-9.721952,13.522169,3.1240401,3.1825554,34.652607,-2.9713073,13.4333105,10.511093,-8.374353,-1.1682918,3.784092,27.16803,-10.596169,13.138753
399,-9.551588,9.062992,1.957851,3.0791364,35.10411,-2.5205855,13.219338,3.6387715,-8.381859,-1.6699257,3.971321,27.276224,-10.634185,12.700476
400,-0.18964007,-9.923732,-3.838325,2.826624,35.45205,-2.1703925,12.725377,-5.064729,-4.8932705,1.3583322,2.076724,27.58427,-10.609647,12.097539
401,3.7719061,-3.2150745,-2.355525,3.3210177,34.683105,-2.0843303,12.90831,7.7720003,-3.9402568,-0.31560206,4.2473526,25.985813,-10.400363,11.838338
402,-9.766821,-5.017762,-1.3878753,-0.58077395,35.84571,-1.4180149,12.730863,-7.7923503,-2.8929446,1.3560495,3.2797523,27.342749,-10.594682,11.853464
403,2.1477876,-14.353577,-3.1099706,1.4555755,35.145844,-1.6094929,12.601336,3.1121702,-1.3551922,0.85321707,3.5320663,26.096981,-10.352639,11.637908
404,12.295864,-12.153178,-4.357785,4.618757,35.01917,-1.6288662,13.202874,6.2235646,0.97810817,0.7833166,0.38694307,25.562567,-10.139331,11.557082
405,-7.4468784,-11.581847,-1.5318893,-1.2039775,35.81093,-1.0932801,12.550844,-8.974327,1.6546572,1.7416872,3.3869689,26.957567,-10.571211,11.685846
406,-1.0853473,-10.697868,-1.5165855,-0.29550114,35.568005,-0.8240178,12.599193,-1.0118283,-0.553278,0.4985205,2.0016804,26.343151,-10.532496,11.524081
407,10.9836445,-4.014075,-0.51292527,4.2256126,35.083817,0.21380673,13.701336,7.1660767,-7.6018176,-2.914645,6.1876698,23.721485,-9.664061,10.389046
408,-3.7752142,10.240861,3.875374,5.1182857,36.158577,1.4382445,14.167532,-1.7668412,-5.198372,2.6363962,-0.52932394,25.455996,-9.3751135,10.568266
409,14.625993,-5.13029,-0.4499089,7.2398276,36.185905,1.4073881,14.594203,-3.969,-5.310913,0.7428113,2.7962928,24.483545,-9.49134,10.131928
410,19.226437,-17.730806,-4.08673,5.6936536,36.35978,0.8910878,14.139253,-7.1040974,5.2825913,3.5616078,2.158179,24.880709,-9.763685,10.548158
411,12.171555,-9.6333475,-2.509983,3.8456614,36.22979,1.4042329,14.225979,-8.5800295,-3.2105432,0.8214751,2.4633958,25.070667,-9.761585,10.591738
412,9.898237,-6.300124,-1.3506969,3.3476117,36.177658,1.6602222,14.3706,-4.3598294,-3.8255978,-0.6858046,3.3975234,24.578197,-9.768962,10.411755
413,6.12138,-10.209804,-0.96666,2.3723285,36.366604,1.7093513,14.482265,-3.4386864,2.865668,0.59177303,4.3924727,24.01654,-9.707193,10.3748865
414,-5.381621,2.661381,3.077285,0.0747091,35.732952,1.9106882,14.724822,-0.84831876,-8.366636,-1.7166501,5.0333586,24.004879,-9.568035,10.415038
415,-10.337138,5.362743,4.4112225,-0.30547404,35.622784,1.8425167,14.813842,-0.14724924,-7.226661,-0.14599624,4.6885037,23.931831,-9.416663,10.107689
416,-18.462685,9.298885,6.0353,-3.7315845,34.806877,1.8548193,15.243819,0.5152946,-0.32176974,-2.296067,3.9497745,23.096184,-9.423707,10.549849
417,-7.35619,7.7445045,3.482814,0.23137277,34.86259,2.1281981,15.431617,-6.7806554,-15.045798,-8.580319,0.6190607,23.76209,-9.702122,10.555623
418,-6.8432627,8.462866,3.793612,0.44846338,34.71414,2.0334444,15.559374,4.710254,-22.52286,-8.767664,0.8648494,23.538336,-9.66258,10.198862
419,-2.2972538,6.322285,2.970147,1.8432659,33.978645,1.7811114,15.547,3.51383,-24.183632,-6.6173024,-0.1511591,23.506456,-9.800185,10.162621
420,15.145022,-0.20464721,-0.49918064,3.4073274,33.13921,1.175878,15.199462,-4.057438,-6.7540646,-1.1794484,-1.096319,23.16018,-10.237382,10.350023
421,14.110629,-14.897928,-5.239882,3.3787758,33.29725,0.32254526,14.335262,-18.280226,8.600779,0.46923682,-2.0063465,23.62694,-10.465484,11.085888
422,-2.8061655,-24.303186,-7.142902,-1.6735812,33.57522,-0.34370548,13.417986,-16.253048,13.0330925,3.2009397,-0.5549362,23.678782,-10.04999,11.193178
423,2.0183783,-24.372742,-7.2355213,-1.4434015,32.53704,-0.56372356,13.88563,-11.021346,7.321,2.4592526,1.8490568,23.040993,-9.919914,11.556348
424,2.5509539,-11.157619,-4.6743145,-0.12281844,31.890932,-0.90503794,14.121782,-5.6687093,-0.9130768,1.0611546,2.986069,23.123121,-9.481417,11.647179
425,2.793828,-4.9620924,-3.062318,2.8568716,31.12933,-1.32354,14.253336,-4.941523,-3.7097058,0.65968317,2.2065792,23.681875,-9.245827,11.9697075
426,-14.82744,16.449581,3.126391,3.7030694,30.721237,-1.9855864,14.379889,-1.0412171,-18.121416,-6.53849,0.9203128,24.33141,-9.172886,12.349651
427,-10.900188,15.929848,2.1617563,1.7865891,31.782013,-2.033875,13.982293,-2.0338793,-16.949198,-4.9074464,0.6779495,23.855032,-8.925102,12.307492
428,-13.247854,20.168976,3.2952113,3.625085,32.056377,-2.0771875,14.28984,2.4631572,-16.683477,-4.8776813,1.0546862,24.118122,-8.737351,12.099901
429,-5.2517877,6.7156024,0.043395907,4.953548,32.372063,-2.5595567,14.0036745,3.0418186,-12.101643,-4.3937006,3.0133436,24.278399,-8.776713,12.161907
430,2.3475354,-3.4979327,-1.3365133,5.3907113,33.162006,-3.2861478,13.677755,4.296468,-6.6463723,-3.8628688,4.893584,24.484888,-8.810604,12.48664
431,6.7285004,-7.881272,-2.6314583,6.679631,33.923122,-4.0969267,12.969843,-1.1425542,-4.6627207,-2.4620545,3.8513007,25.356688,-9.06299,12.87472
432,11.031812,-18.754202,-5.421072,6.352536,34.903625,-4.8539305,12.200435,-2.9134617,-2.1204774,0.061886538,0.3066686,26.38567,-9.491059,13.221213
433,7.657358,-15.819319,-3.57167,5.4609985,35.75867,-5.389577,11.629713,-4.0244336,-2.094305,0.31861696,0.8657573,26.942114,-9.795167,13.447068
434,3.242384,-12.8011875,-2.7022374,3.83469,36.06251,-5.537369,11.345996,-4.09369,-1.2410303,-0.4424495,1.6295274,27.46155,-10.192917,13.423565
435,-0.5430172,-6.2532897,-1.5379717,3.6975205,35.677002,-5.3434587,11.498603,-0.8241692,-5.394147,-1.3159217,1.0489413,27.452492,-10.101375,13.291889
436,0.41034305,-3.6509755,-0.69997364,3.598493,35.5719,-5.163866,11.43759,-1.7036965,-7.138579,-1.2142828,-0.22985893,27.520044,-10.322988,13.357923
437,-0.5182453,-6.0636244,-1.5506934,3.6187189,35.388515,-5.4208016,11.456965,0.80706996,2.187709,-1.5271083,1.4607987,27.34835,-10.457088,13.270013
438,16.76643,-21.1364,-3.8932216,3.828916,34.627636,-5.2493033,10.606478,-8.654046,-9.524985,-2.2704308,0.6153409,27.034262,-11.244319,13.414185
439,19.96257,-24.778252,-8.705501,3.245685,33.898357,-4.922699,10.348068,-12.143166,-7.038797,-0.29073653,0.42158288,27.223452,-11.468045,13.212005
440,0.45214212,-9.981099,-1.5862045,4.1782994,34.56622,-4.6964793,10.379973,-14.322105,-0.8646366,0.09479181,-2.8676996,28.121332,-11.213509,13.379593
441,-2.269022,-5.287328,-1.7088056,2.362161,34.761967,-4.9058394,9.976723,-3.5928693,-7.432963,-4.948478,-0.49243098,27.591883,-11.471386,13.092153
442,-10.41851,0.87427473,1.2224485,2.6004388,35.241974,-4.846086,10.126404,0.5395557,-11.0117,-4.9132113,-0.44336855,27.74852,-11.191449,12.958841
443,-25.963478,10.504225,5.5703087,1.0771112,35.67753,-4.7138443,10.733515,8.728227,-3.675783,-4.1586523,5.602945,27.442186,-10.824167,12.829603
444,-18.482063,0.88289315,3.1228821,-0.39477712,35.138023,-4.257765,10.352044,-2.49781,-8.222227,-2.788,5.4260254,27.857859,-11.485496,12.748745
445,4.571368,-10.972962,-1.9889779,-0.0127806235,35.84406,-5.0895405,10.40575,0.068703495,5.9280767,-5.4973426,3.0768743,27.59731,-11.955726,12.92719
446,2.1354728,-13.69023,-3.9399989,-0.44122022,36.12339,-4.418265,9.482313,-12.589145,-9.401524,0.90050304,-3.3408892,28.534538,-11.774445,12.755346
447,11.072862,-4.7575436,-2.8675442,8.270088,34.788803,-4.08861,9.501593,-6.5609546,-8.407626,-2.6102245,-0.4978467,27.59567,-11.7717285,13.08309
448,1.202173,1.4598801,1.1784904,3.9922214,35.15585,-3.8120894,9.578642,-8.066409,-5.055018,-0.8695002,-0.5354482,28.13349,-12.115668,13.120462
449,5.9120474,-6.4399366,-0.81232744,7.265261,34.358757,-3.4096487,9.923155,-7.1211567,1.6070592,-1.9757181,0.86223394,28.189987,-11.846697,12.946679
450,-2.0504942,4.686078,0.8705231,6.9059095,32.696136,-3.1495175,10.291057,2.96211,-9.792301,-6.104,6.430528,27.434538,-10.737814,12.341705
451,3.7774901,-5.575838,-1.308107,1.6493855,32.554386,-3.3654022,9.923391,-8.835978,-2.8209076,1.4360144,-0.4637474,28.87033,-10.719155,12.803522
452,6.686135,-3.933546,-0.30107826,4.471948,33.168644,-1.8712223,9.887843,-6.0784554,4.202282,3.158991,2.428063,28.350555,-10.731361,12.732559
453,-6.6567082,19.024752,7.465353,7.809257,32.954876,-1.9078443,10.108719,-7.12779,-7.9095225,-1.82796,8.782903,28.173498,-10.594594,12.544598
454,-6.0256023,12.403048,7.81088,5.46613,32.497345,-2.1315358,9.675581,-1.1792737,-12.512575,-5.7426796,4.4457893,28.34086,-10.729219,12.502931
455,-6.5836306,7.9060616,3.0022962,4.7516513,32.62713,-2.0221994,9.396217,-4.366911,-4.222703,-2.440698,3.7669342,28.768147,-11.059175,12.285681
456,11.566797,-0.61004156,0.62397856,10.566108,32.543736,-1.7962778,9.26584,1.1993864,0.30725226,2.7341728,3.674311,28.85949,-11.515449,12.363614
457,15.911499,-11.967884,-2.4388628,10.109388,32.453007,-1.6362289,9.297962,0.30718595,11.898286,3.7623212,2.224151,29.247633,-11.311339,12.431352
458,7.0949497,-15.250561,-3.637613,6.062233,32.55287,-1.5037937,9.169777,2.42238,5.929892,1.2937953,2.569316,29.475399,-11.054282,12.272859
459,2.6119728,-9.052694,-2.7112262,4.456539,32.450493,-1.4330155,9.510498,3.6356742,-0.37108535,-1.4658594,4.061396,29.30082,-10.989945,12.346347
460,-0.7656469,-11.012001,-2.3708272,1.979632,32.615505,-1.4385124,9.877542,1.732662,-1.6244931,-2.111164,3.622565,29.498196,-10.980097,12.512237
461,-0.6611238,-4.272759,-0.3919616,1.2178665,32.648613,-1.5459615,10.047934,3.758463,-1.4644378,-1.007225,5.0012784,29.34756,-11.073279,12.602644
462,-2.3136365,-6.1068726,-0.69842446,2.3479555,32.789818,-1.632648,10.087658,4.7574425,0.3258724,-0.32668868,5.8702326,29.452978,-10.738934,12.579043
463,-2.9585032,-6.2785645,-0.30834436,2.9954507,32.864616,-1.4774178,10.213509,5.676039,-1.536096,-0.41047174,5.423467,29.466871,-10.663207,12.638825
464,-0.8239419,-3.9595273,0.384884,2.4875662,32.78953,-1.3523326,10.348147,4.092414,-1.8162625,0.14071473,3.992984,29.428009,-10.87298,12.76469
465,4.7805934,-4.0201416,-0.16128802,3.8737507,32.37957,-1.1902819,10.320506,4.9011664,0.09733722,1.3530384,4.789686,29.03994,-10.801734,12.709412
466,7.793739,-5.4296923,-3.2309866,5.927897,31.988483,-1.1788406,10.165315,5.1610246,0.17769039,0.35269082,6.0439854,28.634573,-10.161929,12.437016
467,6.9831305,-8.370001,-3.2586946,5.0977736,31.961031,-1.1597514,10.13382,2.6765523,-3.5978477,-0.15974417,3.9598727,28.808872,-10.053611,12.492197
468,-0.508982,-6.6986485,-1.9438657,2.4279504,31.333353,-1.4343079,10.447421,6.731751,-13.067106,-4.8329296,4.347426,28.50933,-9.767466,12.62024
469,-4.2339287,-8.469976,-1.2727878,1.9392995,30.989927,-1.8133683,10.729215,15.028761,-18.119564,-6.2382054,6.339106,28.258581,-9.256677,12.55933
470,-0.46337998,-2.021668,1.0687939,2.852554,30.932001,-1.7533007,10.575853,10.295324,-16.666311,-4.346512,4.858315,28.465899,-9.543486,12.640989
471,4.1173553,-10.092943,-4.1560616,4.2808876,31.697702,-2.155031,9.51501,1.8353761,-1.3741071,-2.7795835,7.0314326,28.119076,-9.263536,12.328923
472,3.5251124,-10.430812,-4.7975526,1.2592498,32.87991,-2.38788,9.014694,7.8924365,11.064931,4.608764,4.318879,28.51035,-9.314809,12.130456
473,-1.7810249,10.631116,8.021319,16.997782,33.8058,-2.3733208,9.066682,-1.9771312,3.4912133,10.958489,8.694074,29.997904,-8.817907,13.116392
474,-6.620309,8.418851,1.0604739,-0.21552083,30.68472,-3.2651677,9.6923485,20.66055,-15.81955,-8.694541,4.52091,29.126968,-9.000553,12.374998
475,-7.722686,12.847539,3.1236,-0.8898874,30.23528,-3.0229104,9.220536,2.3818846,-21.46953,-8.262282,4.792928,29.527538,-7.8828616,12.113736
476,-11.7749,-5.524496,1.5219737,-5.2159705,30.66552,-3.162685,9.096766,10.280401,-16.81425,-5.65661,-0.093624115,30.254953,-8.34188,12.010717
477,-27.432327,10.292786,7.738028,-7.3402596,32.35731,-2.9996,8.842565,2.702515,4.4524956,-0.031059394,2.7329252,29.5671,-8.27978,11.775017
478,-17.789686,14.351031,10.124445,-0.044553224,32.08373,-4.218509,7.856696,-15.700774,-10.153374,-1.4401441,5.0204563,28.120401,-8.097358,11.011208
479,-20.969524,1.0139364,2.513481,-6.710934,32.338608,-5.0368805,8.268903,-8.522352,-5.8377094,-5.0673814,-3.3340335,28.793295,-8.428387,11.099786
480,-3.9498572,-10.578393,-4.8730273,-2.1862895,34.21133,-5.5019817,7.9136825,-8.584794,26.182888,2.3892992,1.7463934,28.046017,-8.450642,10.985149
481,-17.03505,-1.0453644,-0.55785906,1.9757428,33.2852,-5.313714,8.04222,-3.7310555,-3.218659,-3.5086737,7.7734294,26.317413,-8.394873,11.004025
482,-20.632051,-4.0277424,4.796447,-4.8344736,31.675327,-4.8822913,8.151941,-10.004764,-24.202068,-3.1180136,1.2887945,27.698206,-8.939656,11.088696
483,0.82838786,-5.099317,-2.301087,1.7568195,33.32578,-5.418027,8.376265,-15.787782,0.792433,-1.8428104,5.6542583,27.324226,-8.588181,10.901821
484,0.94113964,-14.634082,-3.5993545,0.85407734,34.166397,-5.2823486,8.217233,-13.639413,-0.51437473,-2.1370056,0.83902985,27.334694,-8.4741,11.185774
485,2.0778015,-12.939171,-2.679522,1.7055687,34.15087,-5.2281165,7.9817214,-8.6840515,-12.886584,0.70551103,1.0128798,27.641365,-8.46366,11.198554
486,3.0119584,-16.937748,-1.8485185,3.6946337,35.49904,-4.683433,8.076172,-11.5138445,-6.5787783,0.36916122,1.6233684,27.785217,-8.691983,11.81839
487,-0.61341995,-5.911205,2.3918376,1.8159533,35.62732,-4.853854,9.016306,3.4498298,-2.075023,-0.3700556,6.44263,27.234938,-9.136966,11.988835
488,11.605907,-13.280475,-4.375946,2.951764,35.014854,-5.2095656,9.139527,-0.3274193,2.413804,0.036427356,5.7504244,26.99166,-8.655128,11.549825
489,0.8187508,-13.708722,-3.1571565,1.8865193,34.711266,-5.0748672,8.967925,-5.6251616,-7.491686,0.47118482,1.4228854,28.136377,-8.70931,11.746345
490,-3.379313,-3.5703444,0.57539153,0.67336744,34.42565,-4.1461744,9.428446,-4.0159326,-22.541916,0.4286027,0.32587516,28.511215,-9.65351,12.244749
491,-4.6160502,-11.522057,-0.88285685,2.6144452,36.33958,-4.1920295,9.170344,-10.398112,0.7706165,-0.35913232,2.9504251,28.693485,-9.514078,12.461719
492,5.061412,-5.2784195,-0.35003576,2.034757,35.895523,-4.115857,9.423618,-0.046646737,0.18970804,2.5109835,3.6453407,28.156973,-9.798878,12.53237
