Timestep,root_0,root_1,root_2,root_3,root_4,root_5,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
309,0.0,0.0,0.0,-2.901682e-07,2.3133825e-06,-1.566625e-05,-41.313908,-4.5158834,-3.9702115,22.190918,-0.006004572,35.198376,-7.699412,2.6928995,-4.0866685,-46.015755,9.0897,-32.40604,9.773341,-9.6308975,-14.053989,-3.4526033,-1.9886745,32.005703,-0.27846643,14.191018,-12.415685,6.331489,3.1256115,-0.31879133,23.822628,-9.788872,11.382762
310,0.0,0.0,0.0,-4.4212857e-06,-4.80347e-06,7.0888623e-06,-45.09784,-8.054871,-4.5148644,35.918114,6.2960877,37.949528,-5.725851,2.9677055,-0.46519542,-28.019276,1.1680883,-42.751,4.6605,-17.426632,-11.144037,-3.2530859,-5.302101,32.163906,-0.3770841,14.476143,-4.416312,4.5037465,2.6438403,3.776116,23.427984,-9.4936075,10.99519
311,0.0,0.0,0.0,5.675983e-06,2.99585e-06,-1.625702e-05,-44.531654,-12.492962,-5.551564,57.70894,3.783889,40.867844,-4.877099,3.1409752,3.2150433,-11.454191,-3.1318588,-66.872505,0.4204855,1.1434339,-8.887853,-3.0210912,1.6333435,31.301994,-0.6139233,15.135002,-8.363209,-1.3869421,1.0536864,0.48722145,23.79843,-9.147405,11.9197
312,0.0,0.0,0.0,1.5376248e-05,1.1952083e-06,-6.128609e-06,-43.409317,-14.056362,-4.266625,65.59132,3.327722,41.084488,-2.683962,3.1126144,5.0136895,-2.8745117,4.953169,-97.0895,-1.1712459,-8.9245,6.8145022,-0.4405525,4.215547,31.326334,-1.1041971,14.933552,-20.276379,-11.638435,-1.2292519,-4.7329106,25.26138,-9.187754,12.587727
313,0.0,0.0,0.0,-1.3881298e-05,-3.5485762e-06,2.7360195e-05,-39.891144,-10.253327,-3.8983302,71.40826,5.0471134,41.049274,-3.4401891,2.8844929,7.205928,-2.0402164,8.985161,-90.99635,-3.6288424,-0.42265248,5.7128973,-1.9238166,6.7170353,31.364996,-1.4046677,15.074979,-5.741479,-11.058083,-2.013725,0.4711877,24.298271,-8.641532,12.445473
314,0.0,0.0,0.0,1.411275e-05,-7.805892e-06,-3.200126e-05,-37.292168,-9.432875,-3.5895662,77.483505,3.705355,43.378883,-3.4001122,2.9680717,8.860965,-1.8925576,8.1617565,-83.17573,-4.573194,-1.0124108,0.45963538,-0.95675904,5.040512,31.566273,-1.435935,15.070648,5.4676065,-2.981212,-2.0054142,3.9280932,23.432318,-8.36583,12.123451
315,0.0,0.0,0.0,7.276781e-07,9.835653e-07,-1.1230577e-05,-34.092773,-8.602391,-2.7674088,76.12329,3.449658,45.176876,-2.0788164,3.0412378,9.909941,-1.8713034,5.863577,-76.72144,-4.5833235,0.5162654,-3.6545806,-1.5785967,5.133288,31.855185,-1.7861228,14.232678,1.715008,-5.6197996,-2.1166837,2.1914124,23.755997,-8.42509,12.193858
316,0.0,0.0,0.0,1.18806e-05,-5.4643385e-07,1.7662649e-05,-31.212536,-7.360585,-1.9182818,69.47008,4.1872635,46.21527,-0.35657912,2.8459744,10.826355,-1.7209735,3.5922415,-69.2084,-5.232667,-1.3206296,-1.9469553,-0.8411562,5.2132263,32.42393,-2.6117167,13.5628,1.5919931,-6.32904,-2.1307044,2.111074,24.38621,-8.518793,12.306718
317,0.0,0.0,0.0,7.9174215e-06,-5.899199e-06,-3.8132607e-06,-28.675547,-7.185196,-1.4115392,66.68114,3.2004871,46.81734,1.0891831,2.6281219,11.224011,0.9902607,2.1489108,-64.034195,-5.311669,-1.2157406,-4.8775287,-1.5272399,4.1261473,32.9935,-3.1224825,13.225601,0.106755115,-5.47368,-1.8250188,2.7316613,24.753403,-8.752859,12.485966
318,0.0,0.0,0.0,1.5095692e-05,-1.5735073e-07,-6.349491e-06,-25.493841,-5.971483,-0.58309805,58.146297,4.1853833,46.199814,1.9175776,2.2798727,11.088901,1.4727482,2.0492024,-58.84494,-4.6081157,-2.5247512,-6.877537,-1.0144658,1.7127446,33.56855,-3.6395893,12.811084,-9.00853,-10.232276,-0.5342506,-2.3112261,26.080935,-9.345915,13.1390915
319,0.0,0.0,0.0,6.1168153e-06,-3.4437335e-06,-3.2371623e-05,-20.84459,-7.9783573,0.15015924,57.61429,2.6234674,44.106804,3.8779013,1.8878199,9.989393,1.8813766,-1.0740896,-55.92491,-3.1477792,1.7954955,-16.107397,-4.644587,2.0003374,34.570812,-4.3993344,11.858031,-12.115328,-9.123112,-0.06385865,-1.9145701,26.677034,-10.034048,13.730164
320,0.0,0.0,0.0,3.4404823e-06,-4.135632e-06,1.15984685e-05,-17.675632,-8.930123,0.80586755,54.993763,2.0516236,44.042492,4.932896,1.6814173,9.750109,1.4490635,-2.175554,-51.51607,-2.2771795,-6.1556854,-10.026625,-2.0971296,-0.014588722,35.03576,-4.668653,11.766994,-15.043204,-6.694564,1.0682639,-2.5798683,27.19521,-10.103021,13.846432
321,0.0,0.0,0.0,1.9902367e-05,2.100726e-06,-1.2292473e-05,-12.92631,-9.418772,1.1508816,52.430378,2.4110563,44.140934,4.688141,1.4983733,9.904736,1.4830033,-3.489371,-46.33854,-1.5493821,-2.9164643,-19.43617,-4.623432,-0.0474559,35.657852,-4.699589,11.679632,-14.98996,-3.3681226,0.3907003,-0.10037106,27.153383,-10.285062,13.845844
322,0.0,0.0,0.0,1.7735462e-06,-5.915174e-06,-2.8118593e-05,-11.311722,-10.327732,1.634628,52.487785,-20.299015,44.336678,5.744715,1.0500736,9.739635,2.384998,-6.7283583,-40.367725,1.0036547,6.0920553,-20.833364,-4.606748,1.216697,35.725357,-5.1660028,12.399699,-1.5151515,-1.9423821,-1.9342256,5.6089253,26.336027,-10.057577,13.818586
323,0.0,0.0,0.0,1.9359411e-05,-3.4113464e-06,-3.6396057e-06,-9.756762,-11.509272,2.3155546,48.42633,-21.470331,43.104866,6.6149445,0.79457825,9.281603,2.7184546,-6.490293,-41.0448,1.3548249,-3.4950738,9.463915,3.9616423,3.2471085,34.83307,-4.8406377,12.166411,-3.5192485,-13.57247,-1.0525475,-2.309135,27.70999,-10.294256,14.162123
324,0.0,0.0,0.0,9.179131e-06,2.3247078e-06,1.0668754e-05,-8.687892,-11.891769,2.6068552,44.97336,-18.505054,41.18306,7.513824,0.5745918,8.574131,2.8961852,-4.379861,-48.740273,-0.9881824,-3.3738406,21.750751,5.5167,6.242993,34.29085,-4.9410434,12.456228,5.5452704,-12.850029,-5.6072264,2.175658,26.416502,-10.219907,13.924726
325,0.0,0.0,0.0,6.1215796e-06,-1.3665568e-06,1.7542683e-05,-7.88988,-12.330784,2.7881608,41.170994,-15.429824,38.454624,7.4963565,0.19987546,7.972717,3.0611389,-4.971163,-45.285194,-1.9834521,5.7525935,-5.5157266,-3.7600002,5.8919725,34.007767,-5.1206512,11.738288,6.6920767,-13.587196,-5.6907387,4.5774136,26.241905,-10.53814,13.216773
326,0.0,0.0,0.0,5.9204336e-08,-6.672056e-06,7.0329793e-06,-7.6369305,-14.223915,3.4570258,35.566105,-11.779515,35.23381,6.550266,-1.1748234,7.6307125,3.3004103,-9.511512,-40.381794,1.3740438,17.65376,-18.584036,-5.4429264,6.452389,34.32451,-5.255275,10.641857,-0.92997575,-8.239503,-1.3481307,3.5827582,26.834858,-11.493896,13.410047
327,0.0,0.0,0.0,1.0611255e-05,-9.612256e-07,-3.6160932e-06,-7.7489314,-13.855775,3.344965,29.972311,-6.712591,32.392235,5.6778145,-1.6556737,7.517226,3.3496313,-10.004504,-34.852844,1.2632915,4.9380474,-6.4502892,-1.933082,5.5677485,34.451893,-4.9744697,10.708224,-7.4600058,-4.8871226,0.34245518,0.67390794,27.55244,-11.249141,13.314979
328,0.0,0.0,0.0,-3.837685e-06,-1.3816269e-06,-1.1402836e-05,-7.2640924,-14.065301,3.1878753,28.117706,-7.8259044,31.51711,6.149661,-1.7149936,7.5219307,3.321966,-10.04988,-31.500872,0.1532571,-17.60989,12.785745,5.3079543,2.2508724,34.640095,-4.603314,11.292889,5.2276382,-4.0421352,-2.0598257,2.7815542,27.191122,-10.681555,12.961115
329,0.0,0.0,0.0,2.633415e-07,4.2310803e-06,-8.327555e-06,-6.630943,-14.1623535,2.9295957,26.463184,-6.826362,32.875214,6.2931786,-1.7228715,8.2682495,3.6984894,-9.356333,-28.486944,-0.770011,-19.3938,16.635208,7.0897903,2.4905186,34.752804,-4.7299495,11.461959,9.035844,-12.437276,-6.1448317,3.7307026,27.411911,-10.716621,12.90644
330,0.0,0.0,0.0,1.0276338e-05,1.7702102e-06,-1.2947906e-06,-6.576525,-14.966961,2.6853902,24.481882,-5.3388395,34.732216,6.6048017,-1.6813242,8.974623,3.8131163,-9.193837,-25.997099,-1.4990584,-12.117202,10.451394,3.189733,2.4448175,34.696674,-4.609015,11.195984,4.795761,-11.418392,-5.157768,3.103823,27.263514,-11.071657,12.630688
331,0.0,0.0,0.0,1.4043486e-06,4.1446724e-06,-5.546347e-07,-6.5614758,-16.158865,2.7782564,21.20163,-4.2195363,34.630993,6.739756,-1.8547629,15.199628,3.8814368,-10.1628685,-22.28102,-1.8248184,0.4382468,-8.153315,-3.9291246,0.06981399,34.01247,-5.053515,10.02659,-4.5532684,-8.5323925,-1.718326,1.8393995,27.807976,-11.73365,12.3109455
332,0.0,0.0,0.0,1.6388796e-06,-6.8521234e-07,-4.850845e-06,-6.1732717,-16.955921,2.717542,18.065205,-2.1501694,31.929152,5.480139,-2.463335,16.654612,4.0192747,-7.128302,-15.598117,0.8420288,3.9117184,-17.207039,-5.8173685,2.9119952,34.692795,-4.7241607,9.792967,-8.975473,2.2332234,1.7959349,1.3253359,28.338982,-11.664228,12.433462
333,0.0,0.0,0.0,-5.5210544e-06,-1.3874294e-06,4.1709545e-06,-6.612884,-17.912018,2.7199416,14.999742,-1.6961658,28.927044,4.612665,-3.0819774,14.949858,4.1888747,-9.684856,-7.811444,3.0375056,4.908271,-12.21994,-3.8911898,2.9505894,34.29359,-4.4678373,10.316881,1.8123955,1.7885243,-4.0790834,4.159697,26.84369,-11.658854,12.485956
334,0.0,0.0,0.0,9.4625125e-07,1.1050773e-06,-4.114772e-06,-5.4187346,-19.296608,3.0499349,11.763764,-1.1898444,26.237837,3.1990912,-3.7162602,13.431847,4.0682573,-10.159838,-10.695521,4.5007896,11.257644,-22.75551,-5.336965,4.315653,33.612144,-4.021061,9.476433,-11.0382185,7.8777523,5.312323,-2.363149,28.774666,-12.254189,12.887722
335,0.0,0.0,0.0,-5.692121e-06,-2.5268453e-06,-3.8548783e-06,-5.050294,-19.907692,3.095419,9.139761,-0.6708463,25.215988,2.962621,-3.566617,11.829347,3.790916,-10.667889,-9.538888,5.9712143,-3.878129,3.8224566,2.5072854,1.4612633,34.360622,-3.2124455,9.374088,-8.562364,2.5093668,-1.8729781,2.034533,27.42738,-12.652904,13.058715
336,0.0,0.0,0.0,3.348669e-07,-4.3170953e-06,-2.8997856e-06,-2.2508183,-22.779991,3.3678908,9.562788,-1.0997696,23.9414,3.6858284,-3.500571,10.106048,3.9804823,-4.38759,-2.1731126,9.1554985,3.605193,-5.734223,-1.237747,3.7163074,34.25906,-3.3023157,8.899169,-4.4162908,-13.420634,-1.3996772,-0.77003473,27.841969,-11.987105,12.649422
337,0.0,0.0,0.0,4.2056963e-06,1.1829408e-06,4.029712e-06,-2.616012,-25.437191,3.6242862,8.9863205,-0.9006666,21.326878,1.8613731,-4.152128,8.981272,3.878246,-6.7729735,0.8539415,10.442698,-3.7573853,8.61282,3.469811,7.169916,34.396034,-3.337296,9.27584,1.2503918,-6.5754433,-8.700743,4.572327,27.22367,-12.436926,12.674314
338,0.0,0.0,0.0,-1.1379799e-06,8.665719e-07,-6.9974444e-06,-1.4859164,-29.514856,3.445056,9.705695,-0.34090388,20.117626,1.6994811,-3.915776,7.867237,4.174977,-5.8600607,0.9924961,10.489257,6.3683863,9.613614,4.0077195,7.5799074,34.597046,-2.8075027,8.809895,-10.655818,-10.888792,1.4431726,0.4356574,28.551762,-11.972223,12.869716
339,0.0,0.0,0.0,2.042885e-06,-4.098512e-06,3.5602902e-06,-0.2581625,-31.264627,3.3918848,5.9149837,-4.2210836,18.008938,2.0941565,-3.741752,5.713496,4.3342505,-4.5002656,-0.8777988,10.073115,7.5029883,-2.3603373,-2.320602,7.757975,33.42851,-2.8264306,9.16792,-4.6235023,-3.7433848,-2.549646,1.7500244,28.100689,-11.458439,12.310802
340,0.0,0.0,0.0,2.6921286e-06,4.3452696e-06,2.6056638e-05,7.738468,-29.72868,3.8633566,-10.470827,-45.311447,7.364683,4.3283954,-4.2586393,-1.779597,4.313431,4.868144,-14.099861,7.300066,9.450909,-7.377268,-0.41751987,9.790667,33.06575,-1.9116547,9.191866,-16.680555,-4.2993693,2.403979,1.1549164,28.974985,-11.420759,12.606408
341,0.0,0.0,0.0,-2.889436e-07,1.0132703e-06,-6.0522972e-05,10.017117,-27.251806,3.676465,-23.829788,-113.35918,-6.6232057,7.9384346,-4.639532,-11.937636,4.1905704,8.185185,-20.076794,5.7592998,15.829696,-9.921989,-2.9693027,7.341218,32.244083,-1.7142575,9.449171,-14.735474,-3.0963004,3.7794805,3.272616,28.691013,-10.69136,12.399294
342,0.0,0.0,0.0,-7.058033e-06,6.497855e-06,-1.0185864e-05,11.772481,-25.784592,3.2425585,-26.582436,-138.06415,-9.385296,8.603946,-4.354622,-13.390388,4.009488,12.169598,-24.780216,3.5930586,9.524942,-0.33839726,-2.7961395,6.0940447,32.288986,-2.012611,9.720838,-9.306865,0.5637749,1.4483544,1.4321864,28.762852,-10.422126,12.554936
343,0.0,0.0,0.0,-9.070812e-06,3.5362052e-06,-8.143241e-06,12.902512,-26.139427,2.1757367,-27.538717,-142.79912,-15.845287,11.00878,-4.3276143,-16.789907,3.9161534,15.854202,-27.941883,1.2128013,5.6731763,9.94736,2.3104458,9.137379,32.192776,-1.9932654,9.80849,-5.916851,-5.177022,-1.509301,2.5201685,28.692316,-10.315733,12.675093
344,0.0,0.0,0.0,-2.475534e-05,8.315531e-06,2.9627436e-05,13.217086,-25.487686,1.1114852,-29.384315,-149.32092,-29.862528,14.693749,-4.5345535,-26.29112,3.8363347,27.041367,-36.349308,-3.171438,0.18251176,3.4420042,1.4232885,7.241458,31.885859,-2.0271902,10.125397,1.2462724,-5.923188,-3.3335028,3.6671412,28.704077,-9.983316,12.557377
345,0.0,0.0,0.0,2.7026545e-06,-6.2104114e-06,4.0957355e-05,14.878341,-23.75983,0.9447776,-30.400324,-148.60562,-34.425663,14.085825,-4.5311203,-28.515244,4.2594485,39.35083,-40.36507,-4.9736896,-3.045703,-12.863161,-1.3644904,2.6199107,32.59956,-1.95709,10.077177,-3.7998388,8.845257,0.539602,-0.3005789,30.031498,-10.281826,12.737073
346,0.0,0.0,0.0,1.5626605e-06,-9.826317e-06,6.295869e-05,14.867536,-21.623817,0.8384902,-30.923176,-147.87048,-45.641117,13.694679,-4.858718,-34.736946,4.553905,45.64995,-43.805515,-6.8043146,1.2713448,-7.5171976,-0.7245455,4.1640596,32.515434,-2.151958,10.242136,9.084494,10.923462,-0.52628666,4.9900274,29.391886,-9.973169,12.5762615
347,0.0,0.0,0.0,-5.889482e-06,-7.193388e-07,5.0640074e-06,17.172699,-19.073744,0.9424362,-34.317406,-155.35905,-55.270447,13.342324,-4.479455,-40.972702,3.057288,49.43753,-44.90529,-7.9741254,0.7221566,-12.273704,-1.5487363,4.3841963,32.330948,-1.5898857,9.95816,6.3243,5.1087575,-0.74982566,3.8905194,29.651175,-10.000127,12.509805
348,0.0,0.0,0.0,-2.3985012e-06,9.812544e-06,5.4041575e-05,24.702768,-18.604868,1.3807244,-39.136543,-165.67223,-56.301525,12.257229,-4.320903,-42.24457,-0.38963622,54.80574,-49.53743,-9.4227915,-14.355522,-10.339776,-0.42080694,2.1918101,32.606354,-0.72133756,9.67186,-3.4959536,-6.6131773,-2.038488,2.7486095,30.207054,-10.214122,12.457233
349,0.0,0.0,0.0,1.4274467e-05,1.0787859e-05,-7.433815e-05,25.333176,-17.903957,1.3160516,-38.479668,-160.3148,-56.088863,11.319847,-4.081084,-42.952835,-2.4682207,53.67011,-54.936096,-9.131647,-3.5720398,2.7349565,1.7528715,2.8653986,32.032036,-0.8002995,10.180026,2.7671306,-9.868177,-3.3894417,2.3365057,29.227077,-10.869542,12.761021
350,0.0,0.0,0.0,6.2563217e-06,-5.717447e-06,-7.31546e-05,23.339224,-16.04548,1.0803871,-36.159885,-149.74954,-56.340954,10.409156,-3.7718885,-41.16147,-0.2827738,50.372883,-52.529243,-9.598333,-0.116401106,0.33944458,0.80319405,2.801242,31.498514,-1.2604965,10.607837,5.818307,-10.063302,-3.2049809,4.8231645,28.568737,-10.522063,12.554923
351,0.0,0.0,0.0,4.7121634e-06,-1.7449134e-05,-0.00013252514,21.192705,-15.556516,0.8093446,-32.113255,-136.1695,-50.705997,7.6652894,-3.029242,-36.21973,0.45261362,49.344696,-48.955296,-9.2983,0.9170016,-10.659688,-2.5031447,6.368851,32.60717,-1.4554291,10.5528755,-0.78385574,-1.65086,-0.6927793,6.2560625,29.036728,-10.415951,12.561792
352,0.0,0.0,0.0,1.3452145e-05,-9.912199e-06,-3.820383e-06,18.301136,-15.958236,0.47074133,-27.23738,-121.2802,-44.368786,5.5535765,-2.8018382,-31.385904,0.579969,49.084644,-42.194695,-7.2062664,2.8726487,-11.141858,-2.333142,6.3523316,33.1324,-1.6820431,10.692958,-4.4588346,9.024858,1.513207,5.6536803,28.853518,-10.357297,12.818387
353,0.0,0.0,0.0,1.0260558e-05,-8.6641485e-06,8.102707e-05,15.657224,-17.024994,-0.8819053,-21.53798,-107.80086,-40.00104,3.614044,-1.8647271,-29.013306,-1.2939847,45.522015,-37.25203,-6.6167293,-12.35417,-1.9298974,2.4203618,0.2224308,32.631714,-1.6564738,11.531477,7.639506,-10.808619,-3.5371115,5.110785,28.169304,-10.4051,12.776414
354,0.0,0.0,0.0,-7.685508e-06,-3.0107235e-06,-1.0315522e-05,13.073008,-17.450592,-1.5701439,-19.26243,-103.64328,-35.142063,3.490678,-1.7005714,-25.669998,-1.4905857,39.59943,-33.61353,-6.8544617,-5.450324,-4.634411,2.356618,2.897186,32.300575,-1.6552893,11.170233,8.025861,-9.150288,-0.26230165,5.6369123,27.697914,-10.258213,12.505849
355,0.0,0.0,0.0,-6.245904e-06,1.8277569e-06,4.3710705e-05,11.242809,-17.538563,-1.6995287,-18.059475,-104.32468,-32.384445,3.423518,-1.7608398,-23.659458,-0.84752357,37.1663,-31.837204,-6.801492,-4.062029,3.3669958,2.8855448,4.0861683,32.296032,-1.6737037,11.096377,7.6903253,-5.020218,-1.1760216,5.9421926,27.907028,-9.947558,12.646734
356,0.0,0.0,0.0,-3.6218519e-06,-9.414225e-06,-4.657363e-06,10.677031,-18.854986,-2.6446233,-15.235738,-102.311325,-31.40368,3.4411635,-1.7580929,-22.94915,-0.6580905,40.14339,-36.852856,-9.044208,-8.139912,-0.14282842,1.7941847,0.23902833,32.300747,-1.890089,11.6966095,10.73627,-9.251095,-3.6445966,4.2979336,28.001753,-10.235114,12.837672
357,0.0,0.0,0.0,-8.934963e-06,4.3859536e-06,9.893653e-05,9.925989,-18.600237,-2.7023993,-14.623087,-102.78993,-30.212814,3.1985204,-2.0075185,-21.65541,-0.5608861,39.722702,-37.813892,-9.430636,-1.00264,-8.244504,-1.2143095,2.3710127,32.03552,-2.016599,11.190948,10.195825,-3.0469098,-0.6231283,3.4043624,28.153698,-10.064555,12.679012
358,0.0,0.0,0.0,-6.4276533e-06,-3.4855987e-06,-1.0050392e-05,10.061019,-17.1169,-2.3338003,-14.316543,-100.9213,-33.43018,1.8668282,-3.2697496,-21.072817,2.823673,37.59319,-40.224262,-8.41337,1.7213976,-7.5095634,-2.2054734,3.001085,31.668413,-2.0228038,10.624843,7.216909,-5.4071217,0.41215444,3.930855,28.544847,-9.980386,12.58765
359,0.0,0.0,0.0,-4.0505253e-07,2.2062934e-06,4.2931006e-05,13.107482,-15.055998,-1.723151,-12.776339,-95.06088,-35.7438,-3.079441,-2.5230496,-21.017788,5.67152,36.842262,-35.002167,-7.4303074,9.094468,-1.7282988,-3.3844452,3.8958454,32.188046,-2.3291924,9.901981,11.483982,15.060753,8.519132,7.724289,28.25977,-9.457146,12.356156
360,0.0,0.0,0.0,2.900315e-06,1.1124923e-06,4.098179e-05,16.777866,-15.106758,-1.3155212,-10.879636,-89.38031,-37.61731,-6.6700377,-2.816993,-21.095465,8.468448,36.902443,-27.476337,-5.3407903,5.559495,-4.5391974,-3.1996045,3.3329792,32.247364,-2.2786078,9.19456,11.708183,7.367866,2.4919264,6.2852774,28.718773,-8.960934,12.388687
361,0.0,0.0,0.0,-8.620146e-06,-5.365731e-06,-2.1808296e-06,16.362223,-15.205143,-1.1884239,-8.813377,-82.23515,-38.521008,-6.1937776,-3.1206133,-21.88206,13.697558,33.679787,-26.628923,-6.3300147,-7.224487,9.708122,1.9271747,0.08578997,30.506039,-2.627846,9.946882,16.68241,-19.702995,-3.2121067,4.5958962,28.999586,-8.589638,12.571478
362,0.0,0.0,0.0,-3.5706407e-06,-3.3338458e-06,1.1126099e-05,16.565516,-13.534447,-0.8018615,-8.558067,-74.21472,-38.730976,-5.552227,-3.7114859,-20.55868,18.618464,27.589605,-26.445335,-8.341285,-15.417988,6.800874,2.136474,-3.5293238,29.338293,-2.8583295,9.7128,7.3379645,-28.027914,-6.5615416,4.770826,29.805662,-7.648451,12.164893
363,0.0,0.0,0.0,2.3808984e-06,-1.3380666e-06,3.5645833e-05,16.042429,-11.92745,-0.61576325,-6.823054,-61.709393,-35.99002,-8.89404,-2.2311764,-17.737732,20.965485,25.153902,-23.341951,-7.989851,-10.515817,-8.06181,-2.2497256,-4.73621,30.305147,-3.578449,9.929949,8.336083,-16.69236,-4.426895,5.9208484,29.55397,-7.697837,12.018209
364,0.0,0.0,0.0,1.2689482e-05,2.1522444e-06,1.8732415e-05,16.065603,-10.810685,-0.44474664,-4.301425,-43.973717,-33.29318,-16.91695,-0.107302286,-14.6212,7.174427,15.946525,0.9935833,-14.318256,-13.789933,7.482128,1.3874615,-4.692919,30.955029,-3.9837465,10.093355,17.229431,-8.519204,-6.106578,6.4397774,28.19686,-7.7725596,11.965587
365,0.0,0.0,0.0,4.5610927e-06,5.8433757e-06,-1.02413205e-05,26.876696,-7.608572,0.51894754,-3.4961376,-22.864483,-38.916058,-26.997429,0.51353997,21.77819,0.5510918,10.235118,54.77414,-9.035514,-8.953952,3.2121704,4.2793417,-0.9219734,32.926144,-4.062818,8.397854,1.6652802,-0.16252354,-5.1742525,3.7115843,27.838985,-7.8321247,11.274364
366,0.0,0.0,0.0,-2.0207735e-06,1.4100667e-07,-1.3967941e-05,31.192791,-9.360576,0.69980377,0.35454106,-7.42727,-41.61816,-28.603334,0.91978425,53.60035,12.622866,-1.710647,76.24924,-8.3621645,-21.751196,16.895863,7.671847,-1.3268532,32.382824,-5.0745525,7.911245,-6.9841747,-9.259485,-4.7289057,-0.23003322,27.78741,-7.629817,10.643
367,0.0,0.0,0.0,6.5328345e-06,7.837722e-06,-2.4409896e-05,33.074203,-11.433437,0.86497647,3.0310578,-2.8075502,-36.547173,-25.40047,1.1152012,58.690784,8.657371,-1.7051721,77.32539,-7.812785,-29.80121,21.185076,11.641977,-3.2546618,31.585901,-4.2139096,7.951431,-11.447271,-26.216421,-7.781664,-3.7807984,28.859009,-8.531329,11.147654
368,0.0,0.0,0.0,1.12253815e-07,4.662601e-06,1.1696166e-05,33.34698,-9.643772,1.3327286,3.6467855,-2.0905507,-38.987637,-34.24238,-0.2064222,75.28273,5.318082,-1.8140086,102.86774,1.5643934,4.975555,-9.205255,-2.603696,0.26188004,34.696167,-5.785804,7.710617,-14.369233,24.745998,2.4809408,3.811743,27.774935,-8.434712,10.721292
369,0.0,0.0,0.0,7.613363e-06,-1.5503321e-06,-2.13234e-05,34.24418,-6.789761,1.1997886,5.256403,-1.9096282,-35.825375,-31.56429,0.7151281,84.665436,7.2707,10.51682,103.47928,4.947321,1.9476349,-7.5852866,-2.8816013,1.6689694,36.089104,-5.7803035,7.788826,-24.311707,28.493174,4.2151756,1.7652055,28.420137,-7.8828616,11.241348
370,0.0,0.0,0.0,1.5904721e-05,9.863809e-06,-1.1600594e-05,33.545975,-3.9465303,1.0480608,5.8099804,-1.8737993,-33.085518,-31.998856,1.7082303,87.53093,5.7434525,9.379322,99.460556,3.0539336,-11.684923,-7.536024,1.1567838,-0.6839511,34.642735,-5.54708,8.28301,-17.001879,-6.9040027,-3.6097715,5.552181,27.27492,-7.6986594,11.29587
371,0.0,0.0,0.0,1.0135049e-05,-6.186785e-06,1.3408876e-06,33.803955,-2.0084498,1.052913,6.3665457,-1.9827857,-29.021698,-29.560158,2.492316,86.97474,5.7664466,10.844207,87.799095,1.6787773,-11.45062,-17.358654,-2.4876087,-1.199497,34.353943,-5.546104,8.241997,-11.884041,-10.672585,-2.9837034,2.8370883,27.23369,-7.6474094,11.273362
372,0.0,0.0,0.0,-6.6060275e-06,-7.748675e-06,3.106504e-06,35.197,-2.197101,1.1126943,7.6605434,1.5725307,-24.735664,-26.260605,2.7726414,82.53776,7.3755827,9.922236,75.877205,1.4568022,-1.7071279,-15.325464,-2.2364666,1.0576849,34.712574,-5.327902,8.255715,-11.276355,-12.150249,-2.4439647,2.8606114,27.62931,-8.084519,11.364734
373,0.0,0.0,0.0,-1.09379625e-05,-1.7679982e-07,-2.4258365e-05,35.842415,-1.5803,1.2189686,7.203491,0.8820529,-20.42684,-26.589687,2.9763734,82.040115,6.870148,3.122105,62.012463,-2.2101378,5.623615,-4.4414535,-0.34352723,2.6064556,33.595516,-5.76498,8.853718,-6.9686184,-11.167328,-3.0940013,4.519384,27.96691,-8.24868,11.261566
374,0.0,0.0,0.0,-1.2554036e-05,-3.6001732e-06,-1.09322455e-05,36.279667,-1.8154393,1.2467782,7.416299,0.27572846,-13.863087,-25.426823,3.2271109,75.325005,10.279024,1.1481923,51.655582,-3.065103,2.0338762,-10.00237,-1.4609805,1.2894,34.10011,-5.856815,8.784578,-7.127381,-8.9807415,0.4081093,2.897806,28.968285,-8.447122,11.460522
375,0.0,0.0,0.0,-1.2108759e-05,-5.902565e-06,1.1167238e-05,35.578632,-1.3676801,1.2546016,7.232373,0.48367238,-8.599245,-27.038584,2.7197134,75.57991,9.330839,-4.0138793,44.99159,-4.5766454,-1.2469465,-7.8309,0.03493832,2.3063838,34.470093,-5.457072,9.147185,-6.321285,-9.547987,-0.68617237,3.2960358,29.34263,-9.085657,11.980215
376,0.0,0.0,0.0,-3.2639168e-06,-4.634762e-06,1.7755397e-05,34.37023,-0.79603887,1.2324228,6.605041,0.5349724,-6.7681518,-27.054825,2.6771953,69.50238,9.231897,-4.8301187,40.822945,-4.53835,1.7925766,-9.136153,0.123081654,1.5032883,35.042336,-5.10182,9.448658,0.043813236,-6.2226152,0.23195873,2.3783517,28.939188,-9.167375,12.08187
