Timestep,glut_med1_r,glut_med2_r,glut_med3_r,glut_min1_r,glut_min2_r,glut_min3_r,semimem_r,semiten_r,bifemlh_r,bifemsh_r,sar_r,add_long_r,add_brev_r,add_mag1_r,add_mag2_r,add_mag3_r,tfl_r,pect_r,grac_r,glut_max1_r,glut_max2_r,glut_max3_r,iliacus_r,psoas_r,quad_fem_r,gem_r,peri_r,rect_fem_r,vas_med_r,vas_int_r,vas_lat_r,med_gas_r,lat_gas_r,soleus_r,tib_post_r,flex_dig_r,flex_hal_r,tib_ant_r,per_brev_r,per_long_r,per_tert_r,ext_dig_r,ext_hal_r,glut_med1_l,glut_med2_l,glut_med3_l,glut_min1_l,glut_min2_l,glut_min3_l,semimem_l,semiten_l,bifemlh_l,bifemsh_l,sar_l,add_long_l,add_brev_l,add_mag1_l,add_mag2_l,add_mag3_l,tfl_l,pect_l,grac_l,glut_max1_l,glut_max2_l,glut_max3_l,iliacus_l,psoas_l,quad_fem_l,gem_l,peri_l,rect_fem_l,vas_med_l,vas_int_l,vas_lat_l,med_gas_l,lat_gas_l,soleus_l,tib_post_l,flex_dig_l,flex_hal_l,tib_ant_l,per_brev_l,per_long_l,per_tert_l,ext_dig_l,ext_hal_l,ercspn_r,ercspn_l,intobl_r,intobl_l,extobl_r,extobl_l
170,-2.0916317,-0.39846218,-39.843708,-0.36194757,-0.3497293,-6.2034316,-178.1635,-36.09165,-162.15228,-68.15376,-5.374705,-22.484543,-6.1205235,-6.2769117,-0.11348581,-25.045435,-5.5356975,-0.92763525,-1.7943529,-10.584044,-55.023643,-32.73651,-99.94418,-102.96103,-29.73035,-6.7374187,-13.799185,-45.123066,-23.79195,-37.43032,-57.988297,-6.1798325,-2.242573,-16.413538,-35.574673,-7.042802,-11.992149,-94.76813,-0.41934067,-2.0149262,-5.6728773,-33.250263,-5.7384667,-492.64926,-128.16116,-60.441048,-67.827995,-57.997604,-48.573917,-3.2327287,-0.90784633,-2.2439334,-19.720911,-14.745176,-0.19278659,-0.034312088,-0.13314058,-0.069501214,-2.336259,-65.96223,-0.016809678,-0.04605242,-34.68731,-35.90117,-0.96931446,-79.691895,-23.296072,-0.24784078,-0.09783757,-9.454179,-408.54178,-124.622314,-160.19443,-356.7525,-0.110810556,-0.05704086,-0.005440603,-0.026396062,-0.007508521,-0.004091223,-433.66284,-0.031940073,-0.0047452752,-9.900518,-170.16972,-16.224646,-535.5503,-532.98224,-127.339134,-41.634716,-26.764956,-56.52177
171,-1.8905218,-0.35670096,-37.7873,-0.32524818,-0.3161024,-6.0106373,-211.62613,-43.54818,-177.4058,-92.29934,-4.877712,-19.405016,-5.327624,-5.518906,-0.09987343,-25.23435,-5.589028,-0.8118512,-1.5797099,-9.625469,-53.38209,-31.406439,-93.63109,-97.58258,-26.909405,-6.2073584,-12.85756,-39.236,-20.688091,-31.570658,-52.19265,-5.4910645,-26.541286,-14.453782,-39.85936,-6.466143,-13.714468,-93.37073,-0.3646149,-1.7397928,-5.3839774,-32.13912,-5.615706,-446.23114,-116.86775,-60.114147,-62.978466,-53.30609,-45.846462,-2.8256667,-0.79820186,-1.9652101,-68.05358,-14.711892,-0.17040163,-0.030229034,-0.116760656,-0.060755253,-2.0322583,-63.02357,-0.014854878,-0.040635347,-33.32575,-33.56506,-0.83959454,-117.55883,-63.836853,-0.22425662,-0.089490876,-13.3220825,-401.0075,-109.81405,-140.08435,-320.6131,-0.099818096,-0.05142108,-0.005138534,-0.023927743,-0.0067824055,-0.0037058578,-443.62802,-0.02838287,-0.0042406893,-9.549927,-173.49391,-16.929855,-512.3623,-496.65567,-113.493904,-37.586918,-23.622215,-48.09513
172,-1.625012,-0.31060117,-33.59202,-0.28244594,-0.2739612,-5.3020573,-216.57516,-44.106213,-179.26517,-90.74333,-4.5363603,-17.021029,-4.695711,-4.878477,-0.08861678,-24.828842,-5.312488,-0.7200142,-1.3870392,-8.659545,-50.768734,-33.002495,-90.459335,-94.859825,-25.664501,-6.126345,-11.543259,-35.216183,-18.65516,-26.907387,-48.044823,-4.8677807,-27.225323,-12.372301,-35.382126,-5.7560973,-13.852891,-94.17694,-0.31713998,-1.5014571,-5.178235,-31.8123,-5.672331,-423.54465,-107.49511,-58.03614,-59.95378,-49.766113,-44.228073,-8.466883,-0.6815783,-1.642987,-120.61769,-14.626842,-0.14765942,-0.025914483,-0.09677743,-0.051041417,-1.7256558,-60.368782,-0.012976948,-0.035419084,-31.22307,-29.224253,-0.70302826,-120.6981,-72.1315,-0.19584213,-0.08032222,-13.124109,-377.96478,-95.14566,-121.10269,-271.37106,-0.08996495,-0.046553526,-0.0052486705,-0.022558795,-0.0063429796,-0.0034870035,-439.48758,-0.025548536,-0.0038695948,-9.273354,-173.57555,-16.971659,-461.10498,-458.88828,-97.60212,-29.916086,-20.62997,-40.637756
173,-1.500381,-0.27900878,-34.644573,-0.2573626,-0.25023124,-4.995689,-213.42926,-43.822624,-180.08755,-84.164085,-4.3559575,-15.616229,-4.375153,-4.6567926,-0.07792958,-26.388641,-4.8764396,-0.62955993,-1.2126755,-12.074375,-55.851166,-42.941715,-83.31156,-88.748474,-30.471806,-6.7623243,-13.656602,-31.70562,-16.989738,-23.054506,-44.8936,-4.3084116,-24.667427,-10.710193,-31.599497,-5.434459,-13.648079,-91.516304,-0.27812624,-1.3126017,-5.178932,-30.810215,-6.844995,-442.80182,-97.46021,-50.004528,-60.946915,-47.9805,-41.75431,-7.6643214,-0.5911389,-1.4142444,-126.82279,-14.524644,-0.12962393,-0.022833291,-0.08502947,-0.044973504,-1.531922,-61.823162,-0.011405706,-0.031003352,-26.888983,-25.032873,-0.6163913,-192.62932,-130.7325,-0.1705524,-0.06866243,-11.397086,-371.16986,-83.012115,-105.97299,-230.15894,-0.078549236,-0.040507335,-0.0045010224,-0.019587426,-0.005516996,-0.0030294675,-442.3528,-0.022400094,-0.0033826828,-9.164261,-173.6727,-17.032894,-393.63177,-429.11658,-88.51415,-25.413786,-17.980862,-54.204945
174,-1.3415349,-0.24380626,-37.311493,-0.2295801,-0.2210295,-4.308662,-213.67723,-46.944084,-196.96251,-79.79339,-4.3395553,-15.784472,-6.625334,-5.7057467,-0.06931134,-31.312012,-4.325375,-0.55909866,-1.0616771,-12.1095085,-59.402245,-48.90975,-76.90318,-83.41463,-36.01933,-7.1961255,-14.160999,-28.554111,-15.468061,-19.790565,-41.360767,-3.8094165,-22.523502,-9.435742,-29.170656,-5.2012167,-13.633099,-87.901245,-0.24500732,-1.1559951,-5.319608,-29.760805,-7.7856727,-473.96036,-92.28093,-45.704636,-65.845055,-48.044724,-40.779167,-6.3275185,-0.5061751,-1.2066429,-135.47963,-15.520001,-0.10932222,-0.019386701,-0.07012245,-0.03814639,-1.3446246,-67.74064,-0.009762895,-0.02685472,-23.759981,-22.225601,-0.5474584,-283.1326,-215.79912,-0.151935,-0.065121755,-10.633346,-411.30112,-73.09952,-94.69046,-198.18921,-0.070211485,-0.03637782,-0.0043722084,-0.018368527,-0.005144794,-0.002838355,-402.02478,-0.020193705,-0.003089673,-8.3819475,-158.9674,-15.593031,-343.64993,-389.8468,-87.24139,-20.951391,-15.859029,-51.003914
175,-1.3323263,-0.22342023,-52.053524,-0.22229582,-0.21456996,-4.1383257,-241.90207,-53.29745,-236.66626,-96.895065,-5.259839,-33.297207,-14.10602,-14.303841,-1.9899592,-30.737188,-4.221732,-0.48598206,-0.95479697,-11.993337,-60.93195,-51.26286,-71.79933,-78.835724,-44.10169,-6.570335,-18.889559,-26.373386,-14.034694,-17.00015,-37.706394,-3.3655837,-21.99003,-8.303642,-35.39933,-6.4443645,-14.096327,-84.60897,-0.21578066,-1.0176771,-6.4981894,-28.732096,-7.835052,-508.72412,-90.94353,-39.698418,-78.42873,-58.018513,-39.838108,-5.324754,-0.4394125,-1.0549893,-128.05962,-16.454266,-0.09808368,-0.017636538,-0.066320896,-0.035393413,-1.2306393,-82.20833,-0.00867644,-0.023674907,-20.645424,-19.687078,-0.5164504,-344.91135,-266.57016,-0.1472606,-0.06395569,-9.425357,-506.35886,-64.48702,-85.0649,-171.71185,-0.061546933,-0.031780776,-0.0038546731,-0.01616418,-0.00452909,-0.0024989492,-382.81787,-0.017784012,-0.0027203811,-8.112886,-152.06439,-15.166169,-451.68893,-367.92184,-183.58228,-20.704311,-17.522718,-47.03455
176,-1.2869277,-0.21208969,-55.358643,-0.21100803,-0.21054739,-4.251641,-247.38802,-53.60341,-246.04105,-111.49956,-6.220218,-57.243572,-25.482397,-21.781416,-6.6762905,-29.238556,-4.1137958,-0.40930033,-3.1335273,-11.295366,-59.31168,-49.191154,-73.96995,-84.51126,-45.35265,-6.333962,-21.765797,-24.481623,-12.904911,-14.807203,-34.731613,-2.9713197,-21.507757,-7.269803,-44.58594,-7.799875,-14.530736,-81.115265,-0.18983738,-0.8943203,-7.082068,-27.599762,-7.768193,-515.92456,-112.76621,-33.85268,-85.94178,-66.55249,-43.827595,-4.637417,-0.3879733,-0.9434015,-119.2405,-16.424053,-0.0901978,-0.016443918,-0.06547241,-0.033717252,-1.1337767,-92.079506,-0.007834683,-0.021094082,-18.201767,-17.321432,-0.49074006,-358.7672,-278.66116,-0.14391914,-0.060430482,-8.253832,-554.3078,-56.484035,-75.255226,-148.142,-0.054165196,-0.027953228,-0.0034338818,-0.014346688,-0.0040203417,-0.0022200337,-351.97318,-0.015718618,-0.0024084789,-7.8293967,-141.53166,-14.492183,-570.85736,-353.5209,-177.47684,-21.52577,-31.185501,-45.929237
177,-1.1659611,-0.19658212,-54.39466,-0.18972066,-0.19299756,-4.107279,-248.77213,-53.643738,-245.67961,-114.61267,-6.17717,-54.118546,-24.926702,-20.234686,-6.5063043,-28.570717,-3.7415335,-0.34358183,-3.1000113,-10.287376,-57.44889,-48.472427,-98.86236,-114.84513,-43.36341,-6.7114515,-24.413105,-22.502594,-11.98909,-13.184949,-32.250446,-2.6215484,-27.448793,-6.396215,-44.373585,-7.465412,-14.505041,-78.82704,-0.16719514,-0.78735477,-6.818825,-26.355122,-7.503971,-495.09232,-108.58385,-29.059574,-82.28006,-63.535324,-42.37358,-4.056757,-0.3418133,-0.83593255,-135.84583,-16.038708,-0.080158755,-0.014746072,-0.059776552,-0.030530525,-1.021159,-88.10451,-0.006932722,-0.018601045,-16.325445,-15.154189,-0.44538334,-344.93503,-269.7957,-0.1288783,-0.053500146,-7.195161,-518.6586,-49.38376,-66.243324,-127.88027,-0.048161555,-0.024907889,-0.0030733335,-0.012935309,-0.0036221049,-0.0020028723,-333.85065,-0.013994573,-0.0021555156,-7.6987767,-133.88725,-13.774448,-515.726,-332.39752,-150.64067,-23.825262,-29.221684,-44.271637
178,-1.0586277,-0.18076828,-61.79324,-0.17256726,-0.17766833,-3.8776171,-288.5584,-60.62582,-278.53836,-129.22559,-6.151599,-48.765316,-22.966995,-17.694622,-5.89384,-27.217072,-3.5684605,-0.28844756,-3.3223333,-9.664617,-57.060642,-51.33753,-92.88487,-108.3097,-43.072685,-7.201581,-30.816244,-21.130472,-11.091108,-11.936012,-29.78634,-2.311701,-27.72659,-5.563739,-41.86249,-7.3033166,-14.118066,-77.72453,-0.14693452,-0.69064736,-6.6461635,-25.784071,-7.5068994,-475.94324,-100.85459,-24.013958,-79.05561,-59.7973,-38.867626,-3.462331,-0.29877046,-0.72417796,-134.24559,-16.022478,-0.0733069,-0.013551037,-0.056609783,-0.028100811,-0.9090795,-85.82561,-0.0062701073,-0.016516797,-13.832877,-12.882275,-0.39415163,-370.1008,-305.36734,-0.116359584,-0.046945386,-6.074849,-521.2829,-43.16203,-58.201397,-110.57045,-0.042499788,-0.021977369,-0.002723071,-0.011453379,-0.0032088773,-0.0017755477,-317.54565,-0.012360794,-0.0019062366,-7.425899,-127.502884,-13.266044,-694.00037,-313.19104,-193.25034,-22.24558,-31.147621,-41.40736
179,-0.9492149,-0.16391839,-127.64605,-0.15636472,-0.16121618,-8.527147,-321.25974,-59.159233,-298.9744,-161.2406,-6.8568525,-42.53534,-19.658703,-15.279481,-4.991666,-24.894545,-3.310565,-0.24504222,-3.0983944,-14.497622,-73.58707,-48.526577,-82.680916,-97.329216,-37.281403,-6.602851,-44.911697,-19.610464,-10.215461,-10.978682,-27.381516,-2.021243,-40.35772,-4.831109,-51.684353,-8.128617,-13.596195,-78.02766,-0.12912144,-0.6057387,-6.392547,-25.036842,-7.2586064,-454.94745,-95.20135,-21.003693,-75.98406,-57.19683,-36.465813,-2.989028,-0.26203197,-0.64192545,-121.44557,-17.162912,-0.065338604,-0.0122428825,-0.052818608,-0.02589322,-0.827714,-88.95699,-0.0055577713,-0.014573115,-12.124491,-11.486037,-0.3688764,-457.00314,-386.48062,-0.10653102,-0.04270309,-5.3941293,-618.1791,-38.077866,-52.130535,-96.69797,-0.03741261,-0.019330753,-0.0024127257,-0.010153919,-0.0028464433,-0.001576109,-291.6304,-0.010925447,-0.0016875115,-7.148114,-119.23362,-12.741193,-670.7356,-288.976,-197.52074,-20.530094,-28.223066,-40.9807
180,-0.8444287,-0.14578675,-143.3493,-0.13953908,-0.14375038,-8.835815,-346.46365,-63.387287,-305.56992,-176.79427,-6.948448,-37.83724,-16.933601,-13.541673,-4.194739,-22.678726,-3.0208712,-0.21316566,-2.9295142,-17.115168,-79.653725,-45.804478,-74.73269,-88.582054,-33.206467,-5.796666,-46.89269,-18.340343,-9.392479,-10.291099,-25.130857,-1.6995374,-46.076588,-4.1061397,-52.433685,-8.10698,-13.04935,-78.91741,-0.113133654,-0.52854455,-6.191273,-24.447557,-7.110226,-439.4883,-89.316505,-18.596188,-73.48088,-55.134697,-34.539406,-2.5014563,-0.22662099,-0.55614704,-113.07812,-17.097519,-0.05774054,-0.010900112,-0.047811743,-0.023386654,-0.7440953,-87.676056,-0.0048985826,-0.012782036,-10.685552,-10.241071,-0.33910054,-479.06723,-402.97894,-0.09594431,-0.03821501,-4.822737,-636.2951,-33.744614,-47.03053,-85.07128,-0.032888513,-0.016981829,-0.0021385856,-0.009018295,-0.0025298167,-0.0014018241,-270.20407,-0.009667538,-0.0014962603,-6.816578,-111.63636,-12.229358,-630.8385,-266.17535,-191.67702,-18.281004,-25.108414,-39.88176
181,-0.751271,-0.12973446,-145.02501,-0.12375713,-0.12753893,-8.655884,-313.01617,-59.73438,-278.8197,-174.94423,-7.247864,-33.482594,-14.570305,-12.061472,-3.5656562,-20.48925,-2.7028723,-0.18406373,-2.7860596,-16.80071,-78.842674,-43.439575,-70.517746,-83.46298,-31.554008,-5.862857,-48.36885,-16.976326,-8.633938,-9.854884,-23.068565,-1.3498888,-50.28698,-3.4288392,-60.44974,-8.383371,-12.579705,-76.39702,-0.098991685,-1.5572692,-5.853735,-22.826323,-6.8735995,-426.7258,-81.99965,-16.273132,-70.80305,-52.589336,-32.29158,-2.1223865,-0.19701166,-0.48539546,-108.85742,-16.633116,-0.050691664,-0.0096571725,-0.042861532,-0.021012576,-0.672282,-83.59696,-0.0042959414,-0.011178065,-9.411476,-9.13255,-0.31096372,-470.99652,-396.6208,-0.08510214,-0.03377527,-4.238769,-616.3778,-29.910671,-42.34179,-74.92872,-0.02866991,-0.014788357,-0.0018974881,-0.00795271,-0.0022330543,-0.0012383049,-256.26688,-0.008522187,-0.0013195035,-6.5972185,-106.24424,-11.86691,-604.09753,-242.06839,-176.51793,-16.147161,-22.384779,-38.46424
182,-0.6681901,-0.11487092,-147.5947,-0.109415166,-0.11281909,-10.0335455,-274.00568,-55.960716,-255.086,-187.77411,-8.160524,-29.320482,-12.593718,-10.804636,-3.130022,-18.117353,-2.3785818,-0.16000599,-2.627286,-16.224333,-77.11618,-40.82077,-75.98921,-84.67336,-31.299015,-6.178977,-49.943016,-15.442367,-7.9020844,-9.593511,-21.090319,-21.09394,-50.22303,-2.6453116,-57.488934,-7.9810624,-11.71859,-75.12874,-0.08590442,-3.2225509,-5.5697746,-21.353857,-6.7132673,-424.26807,-74.51622,-14.53752,-68.7671,-50.737823,-30.73411,-1.8042886,-0.17105506,-0.42479357,-105.60726,-16.038668,-0.04345816,-0.008386089,-0.037276935,-0.01851147,-0.6081308,-79.28298,-0.003700402,-0.009689714,-8.431584,-8.2722225,-0.28585595,-459.63422,-388.06146,-0.074535094,-0.029775795,-3.7674398,-590.3419,-26.601248,-38.274624,-66.27192,-0.025119087,-0.012956777,-0.0016839126,-0.0070670624,-0.0019864216,-0.0011024355,-234.23901,-0.0075453077,-0.0011709259,-6.226899,-97.9816,-11.277447,-568.6049,-226.33228,-169.07649,-14.276329,-19.925974,-38.803364
183,-0.5936564,-0.10150056,-148.55826,-0.09666705,-0.099698186,-14.225425,-236.73933,-51.97507,-230.13655,-184.75908,-8.701978,-25.198946,-10.978787,-9.543147,-2.793213,-16.077988,-3.377569,-0.13984117,-2.3822048,-15.940711,-74.40067,-37.15977,-84.041466,-90.02393,-30.232819,-6.1692867,-50.04758,-13.906714,-7.2071247,-9.492926,-19.216246,-37.134083,-42.764687,-1.921382,-54.70287,-7.402131,-10.64625,-72.39427,-0.07413746,-10.130434,-5.331202,-19.615604,-6.4361315,-425.227,-66.94866,-12.975623,-66.73694,-48.84784,-29.122927,-1.5397439,-0.14873585,-0.37272668,-101.482414,-15.259347,-0.036771268,-0.007231258,-0.03200485,-0.016206097,-0.5509668,-74.28181,-0.003158959,-0.008374409,-7.5712676,-7.5018983,-0.26176676,-431.04623,-361.9772,-0.0646497,-0.026157271,-3.3406286,-547.7327,-23.679829,-34.6321,-58.70784,-0.021138526,-0.010918063,-0.0014968895,-0.0061699473,-0.0017366112,-0.0009647238,-220.49477,-0.006614678,-0.0010244845,-5.976361,-92.81458,-11.0398035,-506.25317,-287.93192,-162.37082,-12.621849,-17.875143,-80.76768
184,-0.5261794,-0.08759471,-141.51315,-0.08398151,-0.08664584,-14.297967,-197.82646,-47.665154,-202.9148,-180.7657,-8.918368,-22.811144,-9.973975,-9.024338,-2.5891159,-14.296381,-5.2007732,-0.12688933,-2.1721451,-15.168757,-68.96294,-33.443184,-108.94895,-110.14161,-32.696827,-7.1988597,-48.378345,-12.525449,-6.5724444,-9.584058,-17.49876,-41.96429,-35.560963,-1.3786854,-49.74375,-6.844599,-9.65689,-67.621376,-0.06399784,-14.143073,-5.0689883,-17.707966,-6.0554166,-453.2045,-62.588593,-11.955657,-67.87253,-49.755695,-29.527065,-1.2181474,-0.12520187,-0.30990553,-100.22319,-14.370338,-0.029852968,-0.0059380243,-0.025036054,-0.01332326,-0.4794554,-72.55905,-0.002629996,-0.0071357186,-6.8886356,-6.794428,-0.2301982,-396.7837,-331.47632,-0.054787442,-0.023049098,-3.009871,-494.89764,-21.169056,-31.554499,-52.27232,-0.019940075,-0.010304203,-0.0013308224,-0.005661138,-0.0016002632,-0.00088803127,-168.83115,-0.0059970166,-0.0009392664,-4.8990736,-73.63257,-9.132343,-464.5987,-330.30637,-163.83986,-11.148888,-16.057238,-86.3537
185,-0.46684545,-0.078251936,-137.24486,-0.07414193,-0.07675764,-14.121144,-180.44218,-45.85604,-189.53488,-176.04123,-8.677956,-19.6085,-8.558735,-7.872111,-2.2758183,-12.678201,-4.8717804,-0.108860806,-2.088082,-14.187317,-64.9875,-30.62192,-119.313835,-110.83447,-31.270367,-7.441225,-49.969486,-11.128213,-5.996443,-9.884492,-15.919898,-43.1956,-24.900015,-74.11426,-62.823124,-7.0569386,-8.376876,-60.82863,-0.053164467,-21.44837,-4.7251267,-16.207857,-5.5938683,-437.20496,-55.576515,-10.481005,-64.215355,-46.498955,-27.815958,-1.0422196,-0.109229274,-0.2724691,-97.576454,-13.319277,-0.025294384,-0.005161298,-0.021691466,-0.011779543,-0.43770462,-66.32367,-0.0022488819,-0.006166298,-6.1306896,-6.1083064,-0.2106806,-355.98392,-298.3812,-0.046636,-0.019996231,-2.6499228,-439.73618,-18.85484,-28.767998,-46.418453,-16.279818,-1.1904838,-0.0011826707,-0.0049857288,-0.0014106903,-0.0007839445,-151.74393,-0.005277931,-0.000826779,-4.433471,-66.565765,-8.50579,-535.53296,-317.95667,-158.77193,-9.865226,-14.10701,-81.911545
186,-0.41441706,-0.07018115,-128.04843,-0.06594612,-0.06843187,-13.206553,-157.04231,-43.13979,-170.29251,-164.89749,-8.409605,-17.827227,-7.2725306,-6.9665713,-1.9214765,-10.952354,-4.364735,-0.0969508,-2.705021,-12.658762,-59.430424,-27.520042,-122.01303,-113.507385,-28.855608,-7.3635592,-49.962833,-9.915603,-5.4973745,-10.387245,-14.514242,-22.845806,-15.017519,-40.929382,-55.002937,-6.230471,-7.3770046,-52.924618,-0.04524681,-20.459614,-4.2759223,-14.243628,-4.95139,-415.7785,-51.604576,-9.077483,-59.66168,-42.488373,-26.134933,-0.8857363,-0.095404126,-0.23912372,-92.50466,-12.281566,-0.0221119,-0.0046143234,-0.019754317,-0.010727184,-0.40044025,-59.60828,-0.0019633078,-0.005369164,-5.575997,-5.4567695,-0.19312498,-312.50955,-262.4631,-0.04089685,-0.017413398,-2.3096704,-394.3789,-16.804625,-26.46445,-41.27676,-14.906439,-1.0926108,-0.0010513412,-0.004368893,-0.0012365357,-0.00068865286,-143.90138,-0.0046252436,-0.0007236152,-4.1839485,-62.831074,-8.146793,-639.19086,-281.92725,-170.46071,-8.7322645,-29.748474,-75.19494
187,-0.36720872,-0.06187225,-118.26694,-0.05800594,-0.060361058,-12.202605,-128.92894,-39.213642,-147.55325,-150.72981,-8.147623,-17.02822,-6.3922935,-6.3923388,-1.6378219,-9.313023,-3.881223,-0.085879885,-2.59088,-11.489208,-54.41542,-24.648375,-120.16889,-112.3536,-28.573502,-7.7987247,-48.64904,-8.867079,-5.101433,-11.102249,-13.335181,-17.336498,-12.531223,-33.689037,-50.64,-5.9520745,-7.161819,-49.453835,-0.039660268,-19.37769,-4.2031374,-12.531051,-4.6609387,-432.08383,-55.48027,-8.080393,-58.686634,-41.66686,-26.336697,-0.68835974,-0.08052021,-0.19891673,-83.000465,-11.556016,-0.018841986,-0.0039956737,-0.017002456,-0.009402117,-0.3581729,-57.32276,-0.0016862398,-0.0046158875,-5.378583,-4.895092,-0.17413998,-275.59717,-229.60558,-0.03585751,-0.01545107,-2.0533893,-377.487,-15.092092,-24.74883,-38.768887,-13.857483,-1.0182011,-0.0009350892,-0.0039177896,-0.001118257,-0.0006202316,-117.08747,-0.004167446,-0.00065652817,-3.4750926,-52.261806,-6.8557,-627.9509,-258.64908,-161.19255,-7.737039,-28.05468,-66.53261
188,-0.32593247,-0.05584437,-111.81441,-0.05175697,-0.053859994,-11.392835,-114.64127,-35.792423,-133.42204,-133.28226,-7.610163,-15.459015,-5.588465,-5.8442225,-1.3706388,-8.463021,-3.5412803,-0.07106893,-2.3646944,-10.70259,-52.645412,-22.61502,-113.325226,-106.8038,-26.437445,-7.763239,-48.690712,-7.8081207,-4.817399,-12.022443,-12.390026,-15.076808,-11.616024,-31.092232,-48.71739,-6.080682,-7.119111,-43.972816,-0.034979127,-19.715178,-5.684011,-11.031397,-4.3586674,-444.75253,-84.664665,-14.790857,-58.080784,-44.43189,-33.836903,-0.6029014,-0.071365595,-0.1794358,-73.22492,-10.9423685,-0.01637499,-0.0036027946,-0.015881337,-0.008746912,-0.33145642,-52.01868,-0.0014626177,-0.0040127654,-13.790824,-4.411162,-0.16067429,-226.934,-185.90424,-0.031772345,-0.013485766,-1.7729635,-356.05023,-13.5504055,-23.494171,-50.601036,-11.767225,-0.8663639,-0.00083114114,-0.0034479555,-0.0009833694,-0.0005472765,-114.695816,-0.0036522343,-0.0005751444,-3.3250554,-50.912617,-6.7831173,-851.3766,-275.19873,-139.29659,-6.8658466,-24.457283,-60.413883
189,-0.28920642,-0.0497577,-105.733246,-0.045950126,-0.047737304,-10.678777,-103.740715,-33.251827,-124.22364,-120.87654,-6.998609,-14.497455,-6.1366873,-7.391814,-1.131508,-7.5981207,-3.1785455,-0.4589879,-2.32173,-10.157445,-50.97016,-24.710598,-104.934685,-98.8196,-26.345604,-7.823182,-47.969807,-6.944802,-4.6389403,-13.102569,-11.654328,-13.9983,-11.0722685,-28.78402,-45.041615,-6.012935,-6.8983326,-42.58678,-0.030863576,-19.186924,-7.726269,-10.071454,-4.184467,-455.12656,-91.339424,-14.244038,-58.32718,-44.562412,-35.746582,-0.49040124,-0.061608292,-0.15438786,-64.41157,-10.415431,-0.014180899,-0.0032006644,-0.014419637,-0.007935625,-0.3005021,-50.581757,-0.0012674942,-0.0034699638,-15.351964,-3.9594777,-0.14565194,-192.25063,-154.92291,-0.028324965,-0.011920152,-1.5508944,-343.63223,-12.279517,-22.808558,-90.87196,-49.638763,-13.224388,-0.0007390041,-0.0030512048,-0.00087777304,-0.0004863793,-91.15236,-0.0032652328,-0.0005161553,-2.7480226,-42.018684,-5.7710395,-821.33466,-278.34552,-124.85268,-6.103339,-20.461983,-52.65628
190,-0.25673807,-6.363907,-143.57602,-0.040929925,-0.042241752,-18.849012,-101.03676,-35.141018,-128.28296,-111.949646,-6.2042613,-12.368583,-5.2447166,-6.300163,-0.8948986,-6.259265,-3.09703,-0.4240547,-2.1139305,-21.737928,-73.324776,-31.790754,-93.37141,-87.962685,-24.685637,-6.685308,-56.60051,-6.2756195,-4.5653853,-14.290042,-11.127922,-20.150473,-14.452942,-39.91405,-44.51229,-6.1542616,-7.283347,-103.75132,-0.028011857,-19.03555,-10.989304,-25.042887,-4.030935,-388.02197,-77.865166,-11.718935,-52.305542,-38.27742,-30.079933,-0.4419852,-0.055565283,-0.13763641,-63.14256,-9.78384,-0.013682774,-0.0030330524,-0.014053791,-0.007380826,-0.26813477,-47.43602,-0.0011885352,-0.003139406,-14.3033085,-3.4392965,-0.13035169,-191.0723,-152.46556,-0.026207002,-0.010435676,-1.2450393,-325.78455,-11.115109,-22.560188,-84.05654,-254.47446,-64.12792,-1511.5247,-206.56322,-4.027097,-0.18820496,-135.82715,-0.0025994657,-38.72284,-3.7339509,-58.501354,-8.167795,-729.25696,-270.7129,-121.38501,-5.4314933,-16.595587,-48.91034
191,-0.22561613,-44.111347,-176.55266,-0.035217997,-0.036543027,-35.08878,-85.09005,-34.9082,-114.918976,-102.994835,-5.40908,-13.314747,-5.347139,-7.068251,-0.8790436,-5.3841486,-11.298203,-0.43407553,-1.9369271,-29.646923,-91.157486,-29.442947,-87.13685,-81.8476,-27.44699,-6.3718762,-55.70324,-5.743017,-4.599269,-15.566746,-10.817382,-35.07048,-22.535412,-68.55723,-48.32951,-6.5451255,-8.19554,-178.95334,-0.026207987,-18.908766,-10.834917,-42.704678,-3.7356215,-390.99243,-69.17093,-10.363734,-54.458126,-38.838158,-30.474995,-0.38983816,-13.417636,-4.784093,-63.31208,-9.085267,-0.011831021,-0.0024610646,-0.010463407,-0.005725453,-0.21517245,-51.130436,-0.0010485812,-0.0027870343,-12.289605,-2.8414598,-0.10337201,-223.99939,-191.90994,-0.01968838,-0.007869644,-1.1070048,-300.28354,-9.946539,-22.088278,-72.07765,-575.5559,-131.5956,-2732.189,-459.8638,-12.648678,-8.33873,-97.281975,-0.0023606762,-76.77225,-2.9440162,-43.779045,-6.293859,-730.69855,-223.96199,-142.41368,-4.825942,-38.65436,-45.365475
