Timestep,glut_med1_r,glut_med2_r,glut_med3_r,glut_min1_r,glut_min2_r,glut_min3_r,semimem_r,semiten_r,bifemlh_r,bifemsh_r,sar_r,add_long_r,add_brev_r,add_mag1_r,add_mag2_r,add_mag3_r,tfl_r,pect_r,grac_r,glut_max1_r,glut_max2_r,glut_max3_r,iliacus_r,psoas_r,quad_fem_r,gem_r,peri_r,rect_fem_r,vas_med_r,vas_int_r,vas_lat_r,med_gas_r,lat_gas_r,soleus_r,tib_post_r,flex_dig_r,flex_hal_r,tib_ant_r,per_brev_r,per_long_r,per_tert_r,ext_dig_r,ext_hal_r,glut_med1_l,glut_med2_l,glut_med3_l,glut_min1_l,glut_min2_l,glut_min3_l,semimem_l,semiten_l,bifemlh_l,bifemsh_l,sar_l,add_long_l,add_brev_l,add_mag1_l,add_mag2_l,add_mag3_l,tfl_l,pect_l,grac_l,glut_max1_l,glut_max2_l,glut_max3_l,iliacus_l,psoas_l,quad_fem_l,gem_l,peri_l,rect_fem_l,vas_med_l,vas_int_l,vas_lat_l,med_gas_l,lat_gas_l,soleus_l,tib_post_l,flex_dig_l,flex_hal_l,tib_ant_l,per_brev_l,per_long_l,per_tert_l,ext_dig_l,ext_hal_l,ercspn_r,ercspn_l,intobl_r,intobl_l,extobl_r,extobl_l
569,-269.36115,-40.47123,-3.7528453,-43.1423,-36.128014,-34.052032,-122.78874,-35.72254,-38.26468,-276.47226,-12.599452,-0.040181085,-0.0036696808,-0.0461933,-0.13320598,-6.9786344,-52.378143,-0.0024945627,-0.014102966,-1.3888385,-3.302126,-1.2086895,-384.9256,-386.5398,-0.46840295,-3.1733048,-1.0820171,-108.20484,-99.50728,-98.66772,-176.03726,-912.9388,-235.32927,-1918.3745,-240.9614,-12.085038,-23.938179,-9.950047,-0.0005793933,-58.336292,-1.8334888,-6.169819,-0.42523986,-12.112144,-2.2897997,-40.948647,-0.23780142,-0.09714821,-6.1329055,-225.74014,-55.14135,-207.47137,-82.91091,-4.913463,-70.030426,-20.35412,-36.772045,-19.67477,-45.17599,-6.4654126,-7.304305,-5.165808,-20.307905,-47.958656,-77.86183,-99.85309,-95.99083,-41.170162,-6.4898896,-14.119635,-87.535904,-11.647735,-22.542807,-9.570486,-5.7573304,-10.606989,-58.80983,-28.093122,-3.8004563,-3.3494065,-152.63936,-3.6656663,-7.338768,-0.76968515,-45.297085,-5.7729692,-282.00568,-1018.6219,-59.041622,-104.15147,-36.656498,-136.97818
570,-252.59738,-38.509846,-3.3296614,-41.300022,-34.265293,-33.293324,-112.28069,-34.101917,-35.913677,-262.76425,-12.085521,-0.036676243,-0.0033713311,-0.04417217,-0.12451891,-6.2848105,-51.33774,-0.0022431023,-0.012429414,-1.2077696,-2.8883922,-1.1039106,-373.25375,-371.76212,-0.4320527,-2.8659554,-0.9523431,-96.72312,-88.0063,-89.35627,-154.70978,-875.45746,-225.65149,-1920.6263,-231.70432,-11.996945,-23.183184,-8.642133,-0.00051155285,-56.30315,-1.5979381,-5.3671713,-0.3714905,-11.40234,-2.1046624,-39.09417,-0.22317657,-0.09313088,-6.169703,-225.18698,-53.2367,-201.25575,-93.593056,-4.7663865,-64.92428,-17.877287,-34.337833,-17.7837,-39.915363,-6.8388443,-6.6984897,-4.876195,-18.877457,-46.115334,-70.83061,-93.22023,-90.32201,-36.986263,-6.2914376,-15.370465,-83.52837,-9.673636,-18.116459,-6.816461,-5.1073446,-9.367348,-70.55665,-27.970478,-3.7237194,-3.3314116,-150.79668,-3.3594172,-6.8784924,-0.6143651,-41.053482,-5.262249,-303.0288,-1043.3729,-51.20014,-90.46596,-32.65703,-116.42109
571,-268.5612,-47.71201,-10.032702,-41.696095,-37.33196,-36.49936,-102.16384,-30.300406,-31.806515,-235.96283,-11.432633,-0.030747117,-0.0028858436,-0.037028663,-0.10741026,-5.6522465,-50.75797,-0.0019094107,-0.010716846,-1.10223,-2.6462896,-1.0074794,-355.07278,-349.51154,-0.3590678,-2.4079397,-0.84469795,-156.12033,-77.521706,-80.477005,-135.58714,-816.8278,-211.03589,-1925.355,-220.94241,-12.234255,-22.481352,-7.5235314,-0.0004514579,-55.228954,-1.3952385,-4.678875,-0.32504687,-10.279411,-1.9126929,-46.880013,-0.19846092,-0.2353361,-8.339874,-209.55128,-48.243557,-184.7208,-105.869865,-5.0479603,-57.433163,-15.358325,-31.112953,-15.532139,-34.896805,-6.862261,-5.904373,-4.2946734,-18.650938,-49.05896,-63.978004,-84.748825,-83.15934,-34.58638,-6.071505,-16.301144,-76.28848,-8.317272,-14.483745,-4.843078,-4.533295,-8.281518,-68.089,-25.93807,-3.463968,-3.094896,-133.54047,-3.0111513,-6.2449036,-0.5070774,-36.111687,-4.6222525,-489.77145,-1019.0377,-41.90493,-97.01718,-29.823683,-102.1639
572,-284.97714,-48.312504,-9.452817,-44.457783,-38.17394,-36.836582,-90.62811,-26.516216,-27.319576,-214.83331,-10.826462,-0.026523873,-0.0025108615,-0.031811673,-0.09337319,-4.981961,-53.372314,-0.0016571764,-0.009352606,-0.9816238,-2.3530278,-0.88929474,-347.18494,-337.75598,-0.30498308,-2.0404,-0.7460666,-174.43742,-67.601295,-71.47204,-117.75222,-772.1231,-199.77895,-1883.0966,-209.35963,-12.1537485,-21.78363,-6.5888143,-0.000397927,-53.983753,-1.2238067,-4.099974,-0.28572634,-19.464539,-1.7712184,-64.2405,-0.90078795,-2.684081,-14.698336,-235.3033,-46.799618,-184.58246,-144.82704,-4.8988137,-49.11068,-13.270449,-27.303133,-13.446913,-30.149626,-8.169766,-5.1225867,-3.8173885,-25.255867,-68.24227,-57.430084,-73.61815,-71.992035,-30.261423,-5.4273343,-18.22823,-67.83028,-7.2394066,-11.529919,-3.4392178,-4.021394,-7.5699453,-60.983852,-23.187685,-3.10424,-2.7745042,-120.73459,-2.6679964,-5.560343,-0.4335418,-32.124287,-4.192395,-454.7263,-1086.9276,-34.399147,-107.23432,-26.347672,-88.10219
573,-290.97342,-62.71515,-12.499393,-46.515038,-41.25064,-38.24337,-81.027504,-23.457241,-23.596657,-193.93993,-9.999861,-0.02486303,-0.0023483897,-0.03124827,-0.08839666,-4.4667716,-55.47214,-0.001517802,-0.008380452,-1.437998,-2.0134647,-0.79868054,-330.07358,-317.67294,-0.28596517,-1.8275723,-0.63354915,-170.90031,-58.70812,-63.14018,-101.92378,-749.9723,-193.70534,-1848.5408,-199.1821,-12.012906,-21.10407,-5.6518817,-0.00035240463,-52.861134,-1.0652312,-3.530116,-0.24680036,-19.965614,-1.6644027,-68.07378,-0.9303648,-2.8366306,-16.921791,-288.65604,-51.88309,-217.475,-164.05984,-4.8374724,-41.494587,-10.966036,-22.556187,-11.33451,-26.317167,-9.039553,-4.296523,-3.5030491,-29.319275,-76.9138,-51.53852,-63.762917,-62.290962,-24.60568,-4.6884727,-20.917387,-62.286293,-6.400411,-9.137031,-2.453323,-3.5638146,-12.328511,-53.854156,-20.461233,-2.7436163,-2.4554253,-113.32945,-2.3520782,-4.91081,-0.37738523,-29.234343,-3.9018955,-417.95355,-1371.2651,-33.157738,-107.2314,-25.055614,-73.01062
574,-263.67303,-58.25453,-10.684516,-43.450104,-37.93242,-34.07701,-74.90366,-21.271345,-20.669064,-178.79044,-9.200012,-0.02323579,-0.0022138993,-0.031189967,-0.0850019,-4.040359,-53.473186,-0.0013903276,-0.007537516,-1.2802373,-1.7318331,-0.7327408,-319.5032,-305.40704,-0.26998073,-1.6812774,-0.5292132,-160.91486,-51.10973,-55.999443,-88.4964,-733.926,-189.30336,-1793.6322,-189.22565,-11.893938,-20.418419,-4.858488,-0.00031189434,-51.36874,-0.9235772,-3.04581,-0.21353866,-20.59979,-9.396618,-84.07186,-0.95156777,-2.8517063,-21.115215,-331.2315,-58.49546,-237.36963,-187.13797,-4.853783,-33.49984,-8.934686,-17.45134,-9.079348,-22.45754,-10.123737,-3.5836465,-3.2445705,-35.281944,-89.27733,-45.955353,-55.287132,-54.042896,-19.849846,-4.0505605,-28.177343,-57.800556,-5.771233,-7.257647,-1.7884775,-3.1550767,-12.286787,-47.62199,-18.172956,-2.4397733,-2.1869059,-108.382065,-2.0799463,-4.356693,-0.32502833,-27.100174,-3.655735,-398.55283,-1485.9756,-33.060295,-124.68205,-23.908026,-61.05092
575,-244.92276,-53.78319,-8.956174,-41.1727,-35.49147,-29.682425,-69.07998,-19.415491,-17.754656,-167.12581,-8.451601,-0.021336606,-0.0020437385,-0.02964618,-0.079766735,-3.6069121,-51.66932,-0.0012635731,-0.0067393975,-1.1847836,-1.465242,-0.6514581,-310.66434,-295.3705,-0.24545838,-1.4867544,-0.4158851,-150.76862,-44.622955,-49.916874,-77.10202,-738.45087,-186.97034,-1798.0068,-181.7794,-11.666601,-19.651306,-4.2313676,-0.00027524744,-50.701385,-0.80716985,-2.657889,-0.18676016,-23.990107,-9.868341,-87.52408,-3.1566641,-2.7778854,-22.272741,-386.23886,-65.58986,-267.02954,-219.85133,-5.0821385,-27.74448,-7.350361,-13.738292,-7.251584,-19.147348,-10.958482,-3.0144093,-3.7151062,-35.43848,-89.090126,-40.99125,-48.82473,-47.11897,-16.78473,-3.8475,-30.992165,-54.278175,-5.3078656,-5.841707,-1.3592685,-53.33258,-34.52315,-41.390533,-15.575683,-2.0981278,-1.8798771,-108.838,-1.8108,-3.7728744,-0.2966757,-25.657608,-3.6827707,-465.14792,-1438.2007,-30.850096,-105.525154,-22.59561,-50.314556
576,-246.76292,-54.675713,-14.203891,-41.11231,-35.991592,-30.653322,-63.93026,-17.509533,-15.223484,-156.31467,-7.760449,-0.018630566,-0.0017769155,-0.025713421,-0.06918766,-3.1287525,-51.31598,-0.0011059997,-0.005898241,-1.6053394,-1.2896166,-0.564423,-301.71918,-287.0089,-0.21504845,-1.3024025,-0.382538,-147.2231,-39.102818,-44.78034,-67.454414,-779.02094,-194.69327,-1887.008,-179.32558,-11.857949,-19.390327,-3.481633,-0.00024570155,-50.975777,-0.67621946,-2.210485,-0.15581031,-34.563267,-8.938931,-86.76028,-5.2449408,-2.6642213,-22.273497,-391.84763,-64.337715,-264.7653,-237.36462,-6.3346796,-23.916645,-6.398266,-12.176264,-6.450251,-17.256855,-12.421149,-2.584538,-4.13444,-34.46597,-87.91636,-38.234882,-45.523758,-45.793663,-16.226795,-4.1515684,-32.2218,-49.64425,-4.987427,-4.8922443,-1.1085382,-101.39174,-39.244053,-30.791063,-12.442772,-1.696449,-1.506922,-120.01904,-1.5425353,-3.1478536,-0.28992105,-26.140083,-3.9292083,-592.43384,-1479.8413,-27.042995,-100.03225,-20.738958,-45.029606
577,-244.71516,-54.432304,-17.70422,-40.930874,-35.903297,-30.768652,-60.266457,-15.803005,-13.24382,-148.74384,-7.221597,-0.01636687,-0.0015536749,-0.022414045,-0.060234204,-2.7099047,-51.005016,-0.0009731584,-0.005193882,-1.5719477,-1.1168711,-0.4821819,-295.29843,-280.8274,-0.18750209,-1.1195669,-1.102885,-159.58464,-33.967583,-39.833378,-58.530285,-776.14844,-191.86458,-1889.4427,-174.35732,-11.825872,-18.638578,-3.0207164,-0.00021689959,-50.259678,-0.6139527,-1.9240941,-0.13586387,-38.515423,-7.9202523,-85.12138,-5.3048096,-2.8016613,-22.185814,-385.5367,-61.368587,-253.10245,-225.55075,-6.281458,-20.947392,-5.555466,-10.755559,-5.7145343,-15.367749,-14.106714,-2.2127984,-3.9344475,-33.99286,-86.873245,-36.08495,-41.97809,-42.451027,-15.502159,-4.3981395,-32.107956,-45.302166,-4.654422,-4.322119,-0.9560883,-89.493996,-34.305428,-21.97473,-10.065168,-1.3891697,-1.2221078,-122.19295,-1.3249363,-2.6572404,-0.27192378,-25.010557,-3.8893368,-531.66095,-1519.3827,-23.963123,-100.60107,-19.44831,-40.220844
578,-226.97554,-50.47668,-15.3487215,-39.038082,-33.643284,-28.307608,-57.195236,-14.433564,-11.634273,-144.94775,-6.833083,-0.014749071,-0.0014020714,-0.020539427,-0.054834414,-2.391115,-49.87088,-0.0008727238,-0.004633096,-1.3679761,-0.95628124,-0.423519,-298.75552,-290.60477,-0.16894254,-0.9977662,-0.9844224,-157.74974,-29.5187,-35.51511,-50.82743,-760.424,-185.80478,-1861.1577,-169.82973,-11.556561,-17.73745,-2.7207227,-0.00019011639,-49.10259,-0.5563191,-1.7286791,-0.122167945,-37.075874,-7.0254335,-84.34566,-5.014007,-2.7675598,-22.243803,-374.2028,-58.322586,-238.12363,-210.67712,-6.157921,-18.150904,-4.726952,-9.079609,-4.8095675,-13.57336,-14.654692,-1.8964822,-3.7592094,-35.11254,-86.58347,-33.94298,-37.384098,-37.603386,-14.037947,-4.3266635,-31.677984,-41.80738,-4.270862,-3.998107,-0.84934884,-73.457855,-29.532948,-19.089027,-8.812073,-1.2169471,-1.0702407,-118.313934,-1.1644089,-2.3337004,-0.24019793,-23.410069,-3.6848612,-450.9073,-1539.0542,-21.65565,-124.861275,-18.081335,-35.0439
579,-209.17274,-46.193497,-13.045992,-37.20078,-31.438972,-26.21373,-54.263103,-13.529868,-10.150515,-143.8959,-6.6085668,-0.013253032,-0.0012638372,-0.018764352,-0.050001804,-2.1242645,-48.652943,-0.0007812572,-0.0041228672,-1.1785513,-0.8281808,-0.3789906,-312.55734,-303.70273,-0.15261339,-0.90411276,-0.85438037,-152.36679,-25.897373,-32.092278,-44.572586,-758.4238,-183.29378,-1845.8055,-165.4772,-11.193587,-16.89856,-2.4771185,-0.00016628552,-48.273117,-0.5027585,-1.5671371,-0.110809356,-35.866425,-6.388618,-82.91573,-4.7604413,-2.6761515,-22.82544,-350.58362,-56.555393,-220.318,-201.4615,-6.0225515,-16.20208,-4.068354,-7.81727,-4.036969,-11.6974945,-15.152483,-1.6555289,-3.6494644,-34.80695,-85.063866,-31.600163,-34.218533,-33.87268,-12.745323,-4.2128778,-30.879333,-38.637054,-3.8833997,-3.8452227,-0.7717375,-67.358574,-27.805933,-17.765852,-7.9260855,-1.0910871,-0.96226317,-111.17809,-1.0328366,-2.0772796,-0.20842917,-21.237095,-3.4084737,-379.03204,-1476.7242,-19.187769,-134.55406,-16.291803,-31.765013
580,-200.54504,-43.525223,-11.376177,-36.626637,-30.51716,-25.64029,-58.84741,-15.394962,-9.371598,-166.20512,-6.8112183,-0.011747523,-0.00111961,-0.016743734,-0.044562656,-1.8705837,-48.160652,-0.0006917812,-0.0036302893,-1.0249704,-0.7207891,-0.33326066,-326.5661,-309.37885,-0.13534454,-0.79762346,-0.7459722,-145.3468,-22.906158,-29.362032,-39.418903,-764.6191,-190.15909,-1887.4132,-175.28156,-10.796209,-16.118992,-2.2890995,-0.0001449665,-52.465343,-0.45928147,-1.4384855,-0.10172789,-34.06238,-5.6037326,-77.46554,-4.5826125,-2.3798752,-22.365824,-318.56503,-55.56235,-205.04347,-201.31107,-5.7751503,-16.698603,-3.5803587,-7.397385,-3.4785018,-10.249791,-15.200838,-1.4702325,-4.009474,-32.79594,-80.13327,-29.511873,-34.16352,-32.80012,-12.017126,-4.275981,-29.042461,-35.503483,-3.527034,-3.840305,-0.7214203,-95.11528,-34.524464,-14.086322,-6.698959,-0.92746246,-0.8141902,-104.4796,-1.7225618,-1.7927638,-0.188435,-19.155642,-3.186415,-320.47263,-1344.7234,-17.008467,-122.41124,-14.455908,-34.965363
581,-201.20744,-42.10642,-10.36047,-36.92591,-30.532768,-26.008924,-58.848347,-16.279922,-8.836494,-169.62352,-6.7505617,-0.010296541,-0.0009782667,-0.014673944,-0.03898521,-1.6357934,-48.04597,-0.00060684845,-0.0031688006,-0.89807963,-0.6298104,-0.28846344,-327.04224,-308.76123,-0.11820744,-0.68637955,-0.64799005,-139.34448,-20.359035,-27.116308,-35.042328,-730.6894,-184.15038,-1875.3712,-195.17867,-11.42708,-15.869545,-2.1261067,-0.00012614703,-56.356148,-0.421137,-1.3259809,-0.09377095,-31.055725,-4.8517594,-71.20956,-4.327833,-2.0612512,-21.491835,-280.7104,-53.631992,-189.79883,-200.17387,-5.5421886,-19.724556,-3.18684,-7.4067893,-3.0719428,-9.154468,-14.930449,-1.3456283,-4.7576075,-30.505302,-75.05843,-28.00886,-40.726692,-33.008545,-11.645617,-4.4482474,-27.176771,-32.22821,-3.2047067,-3.9888465,-0.7001922,-80.90965,-29.287882,-10.685132,-5.5790806,-0.801162,-0.6787349,-98.06393,-2.323995,-1.5362393,-0.17111127,-17.186636,-2.981051,-271.89957,-1252.3495,-15.094298,-115.324295,-12.792201,-35.21479
